timestamp|did|unr-file-name|unr-title|unr-desc|creator|date-inst|site-name|site-address|lat-lon|sign-manf|sign-owner|lit-unlit|time-day|subj-fast|print-pub|rights|format|dcmi|prov|proj-name|unr-cit|corr-guide|dig-pub|contrib|int-ext|rights-owner|date-img|BLANK28
"7/22/2021 19:39"|NNN000772|"DSC_0224.Trip2.JPG; DSC_0225.Trip2.JPG;"|"The Union wall mounted signs, Carson City, Nevada"|"<p>View of the wall mounted signs for The Union during the day.</p>"|"Durham, Will"|XXXX|"The Union"|"302 N Carson St, Carson City, NV 89701"|"39.1653472, -119.7671365"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/22/2021 19:53"|NNN000773|"DSC_0414.Trip2.JPG; DSC_0415.Trip2.JPG; DSC_0641.Trip4.JPG"|"Tombstone Territory mounted sign, Reno, Nevada"|"<p>View of the Tombstone Territory mounted sign during the day with unlit neon.</p>"|"Durham, Will"|XXXX|"Tombstone Terriroty"|"255 W 4th St, Reno, NV 89503"|"39.5292311, -119.8177401"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/22/2021 19:59"|NNN000774|"DSC_0879.Trip2.JPG; DSC_0880.Trip2.JPG; DSC_0999.Trip2.JPG; DSC_1001.Trip2.JPG"|"Travelers Motel mounted sign, Elko, Nevada"|"<p>Views of the Travelers Motel mounted sign during the day and at night.</p>"|"Durham, Will"|XXXX|"Travelers Motel"|"1181 Idaho St, Elko, NV 89801"|"40.8380304, -115.7572653"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/22/2021 20:03"|NNN000775|"DSC_0312.Trip2.JPG; DSC_0316.Trip2.JPG"|"TSA Custom Car & Truck wall mounted signs, Carson City, Nevada"|"<p>View of the wall mounted sign for TSA Custom Car & Truck with lit neon.</p>"|"Durham, Will"|XXXX|"TSA Custom Car & Truck"|"2860 US-50, Carson City, NV 89701"|"39.1760288, -119.7364683"|||lit|dusk|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020
"7/22/2021 20:08"|NNN000776|"DSC_0612.Trip2.JPG; DSC_0613.Trip2.JPG; DSC_0614.Trip2.JPG; DSC_0718.Trip2.JPG"|"Winnemucca Welcome free standing sign, Winnemucca, Nevada"|"<p>Views of the welcome sign for Winnemucca during the day and at night.</p>"|"Durham, Will"|XXXX||||||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/22/2021 20:32"|NNN000777|"DSC_0057.Trip2.JPG; DSC_0058.Trip2.JPG"|"Wild Orchid wall mounted signs, Reno, Nevada"|"<p>Views of the wall mounted signs for the Wild Orchid during the day with unlit neon.</p>"|"Durham, Will"|XXXX|"Wild Orchid"|"515 S Virginia St, Reno, NV 89501"|"39.5193703, -119.810949"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/22/2021 20:36"|NNN000778|"DSC_0059.Trip2.JPG; DSC_0060.Trip2.JPG"|"Wild River Grille flag mounted wall signs, Reno, Nevada"|"<p>Views of the flag mounted wall signs for the Wild River Grille during the day.</p>"|"Durham, Will"|XXXX|"Wild River Grille"|"17 S Virginia St, Reno, NV 89501"|"39.5245412, -119.8126662"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020
"7/22/2021 20:40"|NNN000779|"DSC_0061.Trip2.JPG; DSC_0062.Trip2.JPG"|"Wild River Grille wall mounted signs, Reno, Nevada"|"<p>Views of the wall mounted sign for the Wild River Grille during the day.</p>"|"Durham, Will"|XXXX|"Wild River Grille"|"17 S Virginia St, Reno, NV 89501"|"39.5245412, -119.8126662"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020
"7/22/2021 20:43"|NNN000780|DSC_0063.Trip2.JPG|"River Room wall mounted sign, Reno, Nevada"|"<p>View of the sign for the River Room during the day, the lounge is a part of the Wild River Grille.</p>"|"Durham, Will"|XXXX|"Wild River Grille"|"17 S Virginia St, Reno, NV 89501"|"39.5245412, -119.8126662"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020
"7/22/2021 20:53"|NNN000781|"DSC_0618.Trip2.JPG; DSC_0731.Trip2.JPG"|"Winnemucca Inn double mounted sign, Winnemucca, Nevada"|"<p>Views of the Winnemucca Inn's double mounted sign during the day and at night.</p>"|"Durham, Will"|XXXX|"Winnemucca Inn"|"741 W Winnemucca Blvd, Winnemucca, NV 89445"|"40.9676931, -117.7409567"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020
"7/23/2021 18:31"|NNN000782|"DSC_0649.Trip2.JPG; DSC_0650.Trip2.JPG; DSC_0658.Trip2.JPG; DSC_0659.Trip2.JPG; DSC_0661.Trip2.JPG; DSC_0662.Trip2.JPG; DSC_0740.Trip2.JPG; DSC_0743.Trip2.JPG"|"Winners Inn Casino wall mounted signs, Winnemucca, Nevada"|"<p>Views of the Winners Inn Casino's wall mounted signs during the day and at night.</p>"|"Durham, Will"|XXXX|"Winners Inn"|"185 W Winnemucca Blvd, Winnemucca, NV 89445"|"40.9720228, -117.7359628"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/23/2021 18:39"|NNN000783|"DSC_0664.Trip2.JPG; DSC_0735.Trip2.JPG"|"Winners Inn Casino parking sign, Winnemucca, Nevada"|"<p>Views of the parking sign for the Winners Inn Casino during the day and at night.</p>"|"Durham, Will"|XXXX|"Winners Inn"|"185 W Winnemucca Blvd, Winnemucca, NV 89445"|"40.9720228, -117.7359628"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/23/2021 18:47"|NNN000784|"DSC_0736.Trip2.JPG; DSC_0737.Trip2.JPG; DSC_0738.Trip2.JPG; DSC_0739.Trip2.JPG"|"Winners Inn Casino flag mounted sign, Winnemucca, Nevada"|"<p>View of the flag mounted sign for parking for the Winners Inn during the day with unlit neon.</p>"|"Durham, Will"|XXXX|"Winners Inn"|"185 W Winnemucca Blvd, Winnemucca, NV 89445"|"40.9720228, -117.7359628"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/23/2021 18:59"|NNN000785|DSC_0145.Trip3.JPG|"Gold Dust West wall mounted signs, Elko, Nevada"|"<p>View of wall mounted signs for the Gold Dust West during the day with unlit neon.</p>"|"Durham, Will"|XXXX|"Gold Dust West"|"1660 Mountain City Hwy, Elko, NV 89801"|"40.8328938, -115.7844225"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/23/2021 19:52"|NNN000786|"DSC_0226.Trip3.JPG; DSC_0227.Trip3.JPG"|"Carson Valley Improvement Center (C.V.I.C.) roof mounted sign, Minden, Nevada"|"<p>View of the roof mounted sign for the Carson Valley Improvement Center during the day.</p>"|"Durham, Will"|XXXX|"CVIC Hall"|"1604 Esmeralda Ave, Minden, NV 89423"|"38.9533308, -119.7643866"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/23/2021 20:15"|NNN000787|"DSC_0221.Trip3.JPG; DSC_0222.Trip3.JPG"|"Carson Valley Inn Casino wall mounted sign, Minden, Nevada"|"<p>View of the wall mounted sign for the casino entrance to the Carson Valley Inn during the day.</p>"|"Durham, Will"|XXXX|"Carson Valley Inn"|"1627 U.S. Hwy 395 N, Minden, NV 89423"|"38.9562913, -119.7681185"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/23/2021 20:25"|NNN000788|"DSC_0223.Trip3.JPG; DSC_0225.Trip4.JPG"|"Carson Valley Inn roof mounted sign, Minden, Nevada"|"<p>View of the roof mounted sign for the casino of the Carson Valley Inn during the day.</p>"|"Durham, Will"|XXXX|"Carson Valley Inn Casino"|"1627 U.S. Hwy 395 N, Minden, NV 89423"|"38.9562913, -119.7681185"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/23/2021 21:05"|NNN000789|"DSC_0005.Trip3.JPG; DSC_0041.Trip3.JPG"|"Commercial Casino roof and wall mounted signs, Elko, Nevada"|"<p>The roof and wall mounted signs for the Commercial Casino during the day. The business closed</p>"|"Durham, Will"|XXXX|"Commercial Casino"|"345 4th St, Elko, NV 89801"|"40.8313908, -115.7640838"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/23/2021 21:09"|NNN000790|"DSC_0028.Trip3.JPG; DSC_0039.Trip3.JPG; DSC_0029.Trip3.JPG; DSC_0025.Trip3.JPG; DSC_0027.Trip3.JPG"|"Commercial Casino wall mounted signs, Elko, Nevada"|"<p>Wall mounted signs for the Commercial Casino during the day, including a view of the roof mounted sign. The signs read ""Commercial Casino"" and ""Band Room.""</p>"|"Durham, Will"|XXXX|"Commercial Casino"|"345 4th St, Elko, NV 89801"|"40.8313908, -115.7640838"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/23/2021 21:13"|NNN000791|"DSC_0006.Trip3.JPG; DSC_0009.Trip3.JPG; DSC_0010.Trip3.JPG; DSC_0140.Trip3.JPG"|"Commercial Casino wall mounted signs, Elko, Nevada"|"<p>The wall mounted signs for the Commercial Casino during the day.</p>"|"Durham, Will"|XXXX|"Commercial Casino"|"345 4th St, Elko, NV 89801"|"40.8313908, -115.7640838"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/23/2021 21:16"|NNN000792|DSC_0210.Trip3.JPG|"Covered Wagon Motel double mounted sign, Lovelock, Nevada"|"<p>View of the Covered Wagon Motel double mounted sign during the day.</p>"|"Durham, Will"|XXXX|"Covered Wagon Motel"|||||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/23/2021 21:23"|NNN000793|"DSC_0121.Trip3.JPG; DSC_0122.Trip3.JPG;"|"Cowboy Joe flag mounted wall sign, Elko, Nevada"|"<p>Views of the flag mounted sign for Cowboy Joe during the day and at night.</p>"|"Durham, Will"|XXXX|"Cowboy Joe"|"376 5th St, Elko, NV 89801"|"40.8325846, -115.7626854"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/23/2021 21:29"|NNN000794|"DSC_0102.Trip3.JPG; DSC_0103.Trip3.JPG; DSC_0105.Trip3.JPG"|"Crystal 5 Theatre roof mounted sign, Elko, Nevada"|"<p>The roof mounted sign for the Crystal Theatre during the day with lit and unlit neon.</p>"|"Durham, Will"|XXXX|"Crystal Theatre"|"676 Commercial St, Elko, NV 89801"|"40.8329538, -115.7600159"|||"lit, unlit"|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Movie Picture Theater -- http://id.worldcat.org/fast/1027261"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/23/2021 21:34"|NNN000795|DSC_0087.Trip3.JPG|"Desert Rose roof mounted sign, Elko, Nevada"|"<p>The roof mounted electric sign for the Desert Rose during the day.</p>"|"Durham, Will"|XXXX|"Desert Rose"|"357 Douglas St, Elko, NV 89801"|"40.8291561, -115.7608942"|||unlit|day|"Brothels -- http://id.worldcat.org/fast/1765181"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/23/2021 21:37"|NNN000796|DSC_0050.Trip3.JPG|"Erv's Miner's Camp Saloon flag mounted wall sign, Elko, Nevada"|"<p>View of the flag mounted wall sign for Erv's Miner's Camp Saloon during the day. The bar is permanently closed.</p>"|"Durham, Will"|XXXX||||||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/23/2021 22:13"|NNN000797|"DSC_0242.Trip3.JPG; DSC_0243.Trip3.JPG; DSC_0244.Trip3.JPG; DSC_0247.Trip3.JPG"|"French Hotel & Bar flag mounted sign, Gardnerville, Nevada"|"<p>View of the flag mounted sign for the French Bar during the day.</p>"|"Durham, Will"|XXXX|"French Bar"|"1437 U.S. Hwy 395 N, Gardnerville, NV 89410"|"38.9412633, -119.7489152"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/24/2021 18:11"|NNN000798|"DSC_0180.Trip3.JPG; DSC_0181.Trip3.JPG; DSC_0184.Trip3.JPG; DSC_0185.Trip3.JPG"|"Golden Motel double mounted sign, Valmy, Nevada"|"<p>The double mounted sign for the Golden Motel during the day with unlit neon.</p>"|"Durham, Will"|XXXX||||||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/24/2021 18:26"|NNN000799|"DSC_0075.Trip3.JPG; DSC_0076.Trip3.JPG"|"Inez's D&D Bar double mounted sign, Elko, Nevada"|"<p>The double mounted sign for Inez's D&D Bar during the day with unlit neon.</p>"|"Durham, Will"|XXXX|"Inez's D&D Bar"|"232 S 3rd St, Elko, NV 89801"|"40.8284967, -115.7615644"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Brothels -- http://id.worldcat.org/fast/1765181, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/24/2021 18:35"|NNN000800|DSC_0108.Trip3.JPG|"Jet Coin Laundry wall mounted sign, Elko, Nevada"|"<p>The wall mounted sign for Jet Coin Laundry in Elko during the day with unlit neon.</p>"|"Durham, Will"|XXXX|"Jet Coin Laundry"|"332 6th St, Elko, NV 89801"|"40.8332184, -115.7615413"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Self-Service Laundry -- http://id.worldcat.org/fast/1111930"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/24/2021 18:41"|NNN000801|DSC_0194.Trip3.JPG|"Las Palomas mounted sign, Lovelock, Nevada"|"<p>View of the sign for Las Palomas at dusk.</p>"|"Durham, Will"|XXXX||||||unlit|dusk|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/24/2021 18:44"|NNN000802|"DSC_0195.Trip3.JPG; DSC_0196.Trip3.JPG"|"Lazy K Campground double mounted sign, Lovelock, Nevada"|"<p>View of the double mounted sign for the Lazy K Campground during the day.</p>"|"Durham, Will"|XXXX|"Lazy K"|"1550 Cornell Ave, Lovelock, NV 89419"|"40.1880571, -118.4689004"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/24/2021 18:46"|NNN000803|DSC_0205.Trip2.JPG|"Lovelock Motors flag mounted sign, Lovelock, Nevada"|"<p>The flag mounted sign for Lovelock Motors at dusk.</p>"|"Durham, Will"|XXXX||||||unlit|dusk|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Service Station -- http://id.worldcat.org/fast/1113497"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
