timestamp,did,unr-file-name,unr-title,unr-desc,creator,date-inst,site-name,site-address,lat-lon,sign-manf,sign-owner,lit-unlit,time-day,subj-fast,print-pub,rights,format,dcmi,prov,proj-name,unr-cit,corr-guide,dig-pub,contrib,int-ext,rights-owner,date-img
7/8/2021 9:58:26,NNN000658,DSC_0486.Trip2.JPG; DSC_0487.Trip2.JPG,"D Bar M Western Store flag mounted sign, Reno, Nevada","<p>View of the roof mounted signs for the Elbow Room Bar, including detail shots of the flag mounted roof sign and another sign reading ""bar"" during the day while unlit.</p><p>2002 Victorian Ave, Sparks, NV 89431</p></br>","Durham, Will",XXXX,,"<p>1020 E 4th St, Reno, NV 89512</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2020
,NNN000658-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000658-002,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2021 10:19:51,NNN000659,DSC_0497.Trip2.JPG; DSC_0498.Trip2.JPG,"Diamond's Casino wall mounted sign, Reno, Nevada","<p>View of a window mounted sign for Elko Bail Bonds at night with lit neon.</p><p>895 W Silver St, Elko, NV 89801</p></br>","Durham, Will",XXXX,,"<p>1010 E 6th St, Reno, NV 89512</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000659-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000659-002,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2021 10:30:14,NNN000660,DSC_0471.Trip2.JPG; DSC_0472.Trip2.JPG; DSC_0212.Trip3.JPG; DSC_0213.Trip3.JPG; DSC_0214.Trip3.JPG; DSC_0215.Trip3.JPG; DSC_0216.Trip3.JPG; DSC_0220.Trip3.JPG,"Dilligas Saloon wall mounted signs, Reno, Nevada","<p>View of a window mounted sign for Elko Bail Bonds reading ""Always Open"" at night with lit neon.</p><p>895 W Silver St, Elko, NV 89801</p></br>","Durham, Will",XXXX,,"<p>1303 E 4th St, Reno, NV 89512</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000660-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000660-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000660-003,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000660-004,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000660-005,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000660-006,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000660-007,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000660-008,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2021 10:39:36,NNN000661,DSC_0606.Trip2.JPG; DSC_0607.Trip2.JPG; DSC_0721.Trip2.JPG,"Dos Amigos wall mounted sign, Winnemucca, Nevada","<p>View of the wall mounted signs for Elko General Merchandise at night with lit neon and during the day wiht unlit neon. The business has been open since 1936 at the same location.</p><p>416 Idaho St, Elko, NV 89801</p></br>","Durham, Will",XXXX,,"<p>1985 W Winnemucca Blvd, Winnemucca, NV 89445</p>",,,,lit,"day, night","Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000661-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000661-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000661-003,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2021 10:42:46,NNN000662,DSC_0609.Trip2.JPG,"Dos Amigos wall mounted sign, Winnemucca, Nevada",<p>View of the mounted sign for Everybody's Inn during the day with unlit neon.</p></br>,"Durham, Will",XXXX,,"<p>1985 W Winnemucca Blvd, Winnemucca, NV 89445</p>",,,,lit,night,Casinos -- http://id.worldcat.org/fast/848246,,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000662-001,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2021 10:47:37,NNN000663,DSC_0611.Trip2.JPG; DSC_0723.Trip2.JPG,"Dos Amigos wall mounted signs, Winnemucca, Nevada","<p>View of the wall mounted sign for Fantasy Girls during the day with unlit neon.</p.<p>1095 E 4th St, Reno, NV 89512</p></br>","Durham, Will",XXXX,,"<p>1985 W Winnemucca Blvd, Winnemucca, NV 89445</p>",,,,lit,"day, night","Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Restaurant -- http://id.worldcat.org/fast/1095907",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000663-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000663-002,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2021 11:05:55,NNN000664,DSC_0531.Trip2.JPG; DSC_0532.Trip2.JPG; DSC_0533.Trip2.JPG,"El Ray Motel mounted sign, Reno, Nevada","<p>View of the Farris Apartments sign during the day with unlit neon. The site used to be a motel.</p><p>1752 E 4th St, Reno, NV 89512</p></br>","Durham, Will",XXXX,,"<p>330 N Arlington Ave, Reno, NV 89501</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2018~/2020~
,NNN000664-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000664-002,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2021 11:33:01,NNN000665,DSC_0388.Trip2.JPG; DSC_0389.Trip2.JPG;  DSC_0390.Trip2.JPG; DSC_0391.Trip2.JPG; DSC_0393.Trip2.JPG; DSC_0395.Trip2.JPG; DSC_0397.Trip2.JPG; DSC_0398.Trip2.JPG,"El Tavern Motel roof mounted sign, Reno, Nevada","<p>View of the Fast Glass wall mounted sign at night and during the day.</p><p>3200 Traders Way b, Winnemucca, NV 89445</p></br>","Durham, Will",XXXX,,"<p>1801 W 4th St, Reno, NV 89503</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000665-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000665-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000665-003,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000665-004,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000665-005,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000665-006,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000665-007,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000665-008,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2021 8:05:39,NNN000666,DSC_0371.Trip2.JPG; DSC_0373.Trip2.JPG; DSC_0374.Trip2.JPG; DSC_0375.Trip2.JPG; DSC_0376.Trip2.JPG; DSC_0377.Trip2.JPG; DSC_0379.Trip2.JPG,"Elbow Room Bar roof mounted signs, Sparks, Nevada","<p>View of the roof mounted sign for Floyd's Fireside Lounge during the day.</p><p>698 Kietzke Ln, Reno, NV 89502</p></br>","Durham, Will",XXXX,,"<p>2002 Victorian Ave, Sparks, NV 89431</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2020
,NNN000666-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000666-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000666-003,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000666-004,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000666-005,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000666-006,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000666-007,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2021 8:17:15,NNN000667,DSC_0936.Trip2.JPG,"Elko Bail Bonds window sign, Elko, Nevada","<p>View of the sign for the Frontier Motel during the day with unlit neon.</p><p>1718 N Carson St, Carson City, NV 89701</p></br>","Durham, Will",XXXX,,"<p>895 W Silver St, Elko, NV 89801</p>",,,,lit,night,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Interior,Will Durham,2016~/2020~
,NNN000667-001,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2021 8:20:26,NNN000668,DSC_0937.Trip2.JPG; DSC_0938.Trip2.JPG,"Elko Bail Bonds window sign, Elko, Nevada","<p>View of the office signs for the Frontier Motel mounted on the walls during the day and at night.</p><p>410 E Winnemucca Blvd, Winnemucca, NV 89445</p></br>","Durham, Will",XXXX,,"<p>895 W Silver St, Elko, NV 89801</p>",,,,lit,night,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Interior,Will Durham,2016~/2020~
,NNN000668-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000668-002,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2021 8:38:07,NNN000669,DSC_0886.Trip2.JPG; DSC_0002.Trip3.JPG,"Elko General Merchandise wall mounted sign, Elko, Nevada","<p>View of the Gold Coin Motel mounted sign during the day with unlit neon.</p><p>2555 E 4th St, Reno, NV 89512</p></br>","Durham, Will",XXXX,,"<p>416 Idaho St, Elko, NV 89801</p>",,,,"lit, unlit","day, night","Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000669-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000669-002,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2021 9:11:24,NNN000670,DSC_0336.Trip2.JPG; DSC_0337.Trip2.JPG; DSC_0338.Trip2.JPG,"Everybody's Inn mounted sign, Reno, Nevada","<p>View of the double mounted sign for the Gold Country Inn & Casino during the day and at night.</p><p>2050 Idaho St, Elko, NV 89801</p></br>","Durham, Will",XXXX,,,,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000670-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000670-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000670-003,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2021 10:19:23,NNN000671,DSC_0492.Trip2.JPG; DSC_0493.Trip2.JPG; DSC_0494.Trip2.JPG; DSC_0495.Trip2.JPG,"Fantasy Girls wall mounted sign, Reno, Nevada","<p>View of the Gold Country Inn & Casino double mounted and wall mounted signs during the day with unlit neon.</p><p>2050 Idaho St, Elko, NV 89801</p></br>","Durham, Will",XXXX,,"<p>1095 E 4th St, Reno, NV 89512</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000671-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000671-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000671-003,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000671-004,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2021 10:26:43,NNN000672,DSC_0326.Trip2.JPG; DSC_0327.Trip2.JPG,"Farris Apartments mounted sign, Reno, Nevada","<p>View of the wall mounted sign on the portico of the Gold Country Inn & Casino reading ""Casino"" during the day with unlit neon.</p><p>2050 Idaho St, Elko, NV 89801</p></br>","Durham, Will",1950~/1955~,,"<p>1752 E 4th St, Reno, NV 89512</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Apartments -- http://id.worldcat.org/fast/811207",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000672-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000672-002,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2021 10:36:54,NNN000673,DSC_0602.Trip2.JPG; DSC_0603.Trip2.JPG; DSC_0704.Trip2.JPG; DSC_0705.Trip2.JPG,"Fast Glass wall mounted sign, Winnemucca, Nevada","<p>View of the Gold Country R.V. Park sign during the day with unlit neon.</p><p>2050 Idaho St, Elko, NV 89801</p></br>","Durham, Will",XXXX,,"<p>3200 Traders Way b, Winnemucca, NV 89445</p>",,,,"lit, unlit","day, night","Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000673-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000673-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000673-003,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000673-004,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2021 10:44:38,NNN000674,DSC_0124.Trip2.JPG; DSC_0125.Trip2.JPG; DSC_0127.Trip2.JPG; DSC_0128.Trip2.JPG,"Floyd's Fireside Lounge roof mounted sign, Reno, Nevada","<p>View of the wall mounted sign for the Goodwill in Carson City at dust with lit neon.</p><p>3520 US-50, Carson City, NV 89701</p></br>","Durham, Will",XXXX,,"<p>698 Kietzke Ln, Reno, NV 89502</p>",,,,unlit,morning,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000674-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000674-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000674-003,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000674-004,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2021 11:10:08,NNN000675,DSC_0186.Trip2.JPG; DSC_0187.Trip2.JPG; DSC_0190.Trip2.JPG; DSC_0191.Trip2.JPG,"Frontier Motel double mounted sign, Carson City, Nevada","<p>View of the Hanson Street Liquor sign during the day with unlit neon.</p><p>566 Hanson St #2, Winnemucca, NV 89445</p></br>","Durham, Will",XXXX,,"<p>1718 N Carson St, Carson City, NV 89701</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000675-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000675-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000675-003,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000675-004,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2021 11:21:11,NNN000676,DSC_0625.Trip2.JPG; DSC_0626.Trip2.JPG; DSC_0627.Trip2.JPG; DSC_0629.Trip2.JPG; DSC_0630.Trip2.JPG; DSC_0760.Trip2.JPG; DSC_0761.Trip2.JPG,"Frontier Motel wall mounted signs, Winnemucca, Nevada","<p>View of the double mounted sign for the Hi Ho Motor Lodge during the day with unlit neon.</p><p>1233 E 4th St, Reno, NV 89512</p></br>","Durham, Will",XXXX,,"<p>410 E Winnemucca Blvd, Winnemucca, NV 89445</p>",,,,lit,"day, night","Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000676-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000676-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000676-003,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000676-004,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000676-005,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000676-006,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000676-007,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 11:27:24,NNN000677,DSC_0345.Trip2.JPG; DSC_0346.Trip2.JPG,"Gold Coin Motel mounted sign, Reno, Nevada","<p>View of the wall mounted signs around the Hi-Way 40 Motel office building during the day.</p><p>1750 E 4th St, Reno, NV 89512</p></br>","Durham, Will",XXXX,,"<p>2555 E 4th St, Reno, NV 89512</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000677-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000677-002,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 11:36:54,NNN000678,DSC_0864.Trip2.JPG; DSC_0865.Trip2.JPG; DSC_0866.Trip2.JPG; DSC_0988.Trip2.JPG,"Gold Country Inn & Casino double mounted sign, Elko, Nevada","<p>View of the Hi-Way 40 Motel sign during the day.</p><p>1750 E 4th St, Reno, NV 89512</p></br>","Durham, Will",XXXX,,"<p>2050 Idaho St, Elko, NV 89801</p>",,,,"lit, unlit","day, night","Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000678-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000678-002,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000678-003,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000678-004,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 11:38:52,NNN000679,DSC_0989.Trip2.JPG,"Gold Country Inn & Casino double mounted and wall mounted signs, Elko, Nevada","<p>View of the Ho Hum Motel's flag mounted sign at dusk with unlit neon with detail shots of the office and vacancy signs.</p><p>025 S Virginia St #2417, Reno, NV 89502</p></br>","Durham, Will",XXXX,,"<p>2050 Idaho St, Elko, NV 89801</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000679-001,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 11:42:42,NNN000680,DSC_0990.Trip2.JPG,"Gold Country Inn & Casino wall mounted sign, Elko, NevadaReno, Nevada","<p>View of the Holiday Motel sign at night with lit neon and during the day with unlit neon.</p><p>1276 Idaho St, Elko, NV 89801</p></br>","Durham, Will",XXXX,,"<p>2050 Idaho St, Elko, NV 89801</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000680-001,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 11:45:57,NNN000681,DSC_0982.Trip2.JPG,"Gold Country R.V. Park mounted sign, Elko, Nevada","<p>View of the mounted sign for Holiday Motel Winnemucca during the day with unlit neon and at night while lit.</p><p>670 W Winnemucca Blvd, Winnemucca, NV 89445</p></br>","Durham, Will",XXXX,,"<p>2050 Idaho St, Elko, NV 89801</p>",,,,unlit,day,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2016~/2020~
,NNN000681-001,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 12:00:33,NNN000682,DSC_0309.Trip2.JPG; DSC_0310.Trip2.JPG,"Goodwill wall mounted sign, Carson City, Nevada","<p>View of the El Cortez Hotel during the day with unlit neon.</p><p>239 W 2nd St, Reno, NV 89501</p></br>","Durham, Will",XXXX,,"<p>3520 US-50, Carson City, NV 89701</p>",,,,lit,dusk,"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829",,https://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,image,Digitized materials: physical originals are not held by UNLV Special Collections and Archives,Northern Nevada Neon,(TBD by UNLV),(TBD by UNLV),"University of Nevada, Las Vegas University Libraries",,Exterior,Will Durham,2020
,NNN000682-001,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNN000682-002,,,,,,,,,,,,,,,,,,,,,,,,,,
