did|uuid|url|title|body|citation|lat|lon|thumbnail|service|original
pho003901|98fd13ae-20d4-418a-a3c2-ce6093494788|http://special.library.unlv.edu/ark:/62930/d10g3gx6m|"Slide of the neon sign for the Silver Spur Motel, Reno, Nevada, 1986"|"A color image of the neon sign for the Silver Spur Motel on West 4th Street in Reno, during the day. Site Name: Silver Spur Motel (Reno, Nev.)"|"pho003901. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d10g3gx6m."|||http://special.library.unlv.edu/sites/default/files/2020-11/321323_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321323-Service%20File.jpg|
pho003902|74211b27-4094-4a04-baea-6a0baf23da6c|http://special.library.unlv.edu/ark:/62930/d1vq2s91n|"Slide of the El Tavern Motel and its neon sign, Reno, Nevada, 1986"|"A color image of the neon sign for the El Tavern Motel on West 4th Street in Reno. Part of the motel is also visible. Site Name: El Tavern Motel (Reno, Nev.)"|"pho003902. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1vq2s91n."|||http://special.library.unlv.edu/sites/default/files/2020-11/321324_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321324-Service%20File.jpg|
pho003903|22e5b2c7-51cb-43b1-ae65-7675dc7b5909|http://special.library.unlv.edu/ark:/62930/d1qz22g78|"Slide of the neon sign for the El Tavern Motel at night, Reno, Nevada, 1986"|"A color image of the neon sign for El Tavern Motel on West 4th Street in Reno, lit up at night. Site Name: El Tavern Motel (Reno, Nev.)"|"pho003903. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1qz22g78."|||http://special.library.unlv.edu/sites/default/files/2020-11/321325_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321325-Service%20File.jpg|
pho003904|3bb9a904-ffff-4dff-8dc0-b2d651893406|http://special.library.unlv.edu/ark:/62930/d1m61bp4x|"Slide of the neon sign for the Silver State Motel, Reno, Nevada, 1986"|"A color image of the neon sign for the Silver State Motel on West 4th Street in Reno. Part of the motel is also visible. Site Name: Silver State Motel (Reno, Nev.)"|"pho003904. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1m61bp4x."|||http://special.library.unlv.edu/sites/default/files/2020-11/321326_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321326-Service%20File.jpg|
pho003905|78847264-15af-48f4-a08f-e7f0142e49e8|http://special.library.unlv.edu/ark:/62930/d1gh9b83z|"Slide of the neon sign for the Silver State Motel at night, Reno, Nevada, 1986"|"A color image of the neon sign for the Silver State Motel on West 4th Street in Reno, lit up at night. Site Name: Silver State Motel (Reno, Nev.)"|"pho003905. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1gh9b83z."|||http://special.library.unlv.edu/sites/default/files/2020-11/321327_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321327-Service%20File.jpg|
pho003906|e3a1dd0c-0064-4b76-a8ca-b52bdc897187|http://special.library.unlv.edu/ark:/62930/d1br8mf96|"Slide of the Siesta Motel and its neon sign, Reno, Nevada, 1986"|"A color image of the neon sign for the Siesta Motel on West 4th Street in Reno. Part of the motel is also visible. Site Name: Siesta Motel (Reno, Nev.)"|"pho003906. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1br8mf96."|||http://special.library.unlv.edu/sites/default/files/2020-11/321328_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321328-Service%20File.jpg|
pho003907|b679cc2c-5f4d-430c-aab1-8f082721d91a|http://special.library.unlv.edu/ark:/62930/d1707wn4w|"Slide of the neon sign for the Siesta Motel at night, Reno, Nevada, 1986"|"A color image of the neon sign for the Siesta Motel on West 4th Street in Reno, lit up at night. Site Name: Siesta Motel (Reno, Nev.)"|"pho003907. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1707wn4w."|||http://special.library.unlv.edu/sites/default/files/2020-11/321329_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321329-Service%20File.jpg|
pho003908|3fcfab14-a914-4e32-8c8c-77141b8c6554|http://special.library.unlv.edu/ark:/62930/d13775v04|"Slide of the Sunset Motel and its neon sign, Reno, Nevada, 1986"|"A color image of the Sunset Motel and its neon signs, located on West 4th Street in Reno. Site Name: Sunset Motel (Reno, Nev.)"|"pho003908. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d13775v04."|||http://special.library.unlv.edu/sites/default/files/2020-11/321330_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321330-Service%20File.jpg|
pho003909|7aa4d667-e2ce-4b43-b1de-b8196ee1c8d5|http://special.library.unlv.edu/ark:/62930/d1zg6g65j|"Slide of the Gold 'N Silver Inn Restaurant and its neon signs, Reno, Nevada, 1986"|"A color image of the exterior of the Gold 'N Silver Inn Restaurant and its neon signs. The restaurant is located on West 4th Street in Reno. Site Name: Gold 'N Silver Inn (Reno, Nev.)"|"pho003909. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1zg6g65j."|||http://special.library.unlv.edu/sites/default/files/2020-11/321331_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321331-Service%20File.jpg|
pho003910|fcf11b49-ffa3-4e07-b56b-96f022590808|http://special.library.unlv.edu/ark:/62930/d1tq5rd1d|"Slide of the Mi Casa Too restaurant and its neon signs, Reno, Nevada, 1986"|"A color image of the neon sign for the Mi Casa Too Mexican Restaurant. The restaurant is partially visible and located on West 4th Street in Reno. Site Name: Mi Casa Too (Reno, Nev.)"|"pho003910. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1tq5rd1d."|||http://special.library.unlv.edu/sites/default/files/2020-11/321332_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321332-Service%20File.jpg|
pho003911|9fd716ad-db7d-4e7c-a7b4-78e5cc73f4b0|http://special.library.unlv.edu/ark:/62930/d1pz51k8h|"Slide of Mary's Motel and its neon signs, Reno, Nevada, 1986"|"A color image of the front of Mary's Motel and its neon signs, located on West 4th Street in Reno. Site Name: Mary's Motel (Reno, Nev.)"|"pho003911. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1pz51k8h."|||http://special.library.unlv.edu/sites/default/files/2020-11/321333_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321333-Service%20File.jpg|
pho003912|0b048945-6bad-4cd6-ab4b-b8fc2db3a154|http://special.library.unlv.edu/ark:/62930/d1k93157d|"Slide of the neon sign for the Rancho Sierra Motel, Reno, Nevada, 1986"|"A color image of the neon sign for the Rancho Sierra Motel on West 4th Street in Reno. Site Name: Rancho Sierra Motel (Reno, Nev.)"|"pho003912. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1k93157d."|||http://special.library.unlv.edu/sites/default/files/2020-11/321334_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321334-Service%20File.jpg|
pho003913|29eac06f-c698-45a1-b86b-050e06ea0787|http://special.library.unlv.edu/ark:/62930/d1fj29c38|"Slide of the neon sign for Rancho Sierra Motel at night, Reno, Nevada, 1986"|"A color image of the neon sign for the Rancho Sierra Motel, located on West 4th Street in Reno, lit up at night. Site Name: Rancho Sierra Motel (Reno, Nev.)"|"pho003913. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1fj29c38."|||http://special.library.unlv.edu/sites/default/files/2020-11/321335_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321335-Service%20File.jpg|
pho003914|dbc5f138-50bb-48be-b6ae-6528f626b71a|http://special.library.unlv.edu/ark:/62930/d19s1kj81|"Slide of the neon sign for the Rancho Sierra Motel, Reno, Nevada, 1986"|"A color image of the vintage Rancho Sierra Motel neon sign advertising steam, heat and air conditioning. The motel is located on West 4th Street in Reno. Site Name: Rancho Sierra Motel (Reno, Nev.)"|"pho003914. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d19s1kj81."|||http://special.library.unlv.edu/sites/default/files/2020-11/321336_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321336-Service%20File.jpg|
pho003915|f517d109-7512-4b5f-b23c-71c0dc2b9203|http://special.library.unlv.edu/ark:/62930/d1610vr46|"Slide of the neon sign for the In Town Motel, Reno, Nevada, 1986"|"A color image of the neon sign for the In Town Motel located on West 4th Street in Reno. Site Name: In Town Motel (Reno, Nev.)"|"pho003915. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1610vr46."|||http://special.library.unlv.edu/sites/default/files/2020-11/321337_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321337-Service%20File.jpg|
pho003916|ad5f1536-ccdf-4bbd-acb5-3966b70efa54|http://special.library.unlv.edu/ark:/62930/d12804z0f|"Slide of the neon sign for the Lucky Motel, Reno, Nevada, 1986"|"A color image of the neon sign for the Lucky Motel located on West 4th Street in Reno. Site Name: Lucky Motel (Reno, Nev.)"|"pho003916. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d12804z0f."|||http://special.library.unlv.edu/sites/default/files/2020-11/321338_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321338-Service%20File.jpg|
pho003917|f191af0a-46f2-416d-860d-8c3c4faadbf2|http://special.library.unlv.edu/ark:/62930/d1xg9f96s|"Slide of the neon sign for the Lucky Motel at night, Reno, Nevada, 1986"|"A color image of the neon sign for the Lucky Motel, located on West 4th Street, lit up at night. Site Name: Lucky Motel (Reno, Nev.)"|"pho003917. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1xg9f96s."|||http://special.library.unlv.edu/sites/default/files/2020-11/321339_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321339-Service%20File.jpg|
pho003918|0d5a617f-5cfe-4fed-92bb-5f4c83136a24|http://special.library.unlv.edu/ark:/62930/d1sq8qh2n|"Slide of a portion of the neon sign for the Lucky Motel, Reno, Nevada, 1986"|"A color image of a portion of the neon sign for the Lucky Motel, located on West 4th Street, lit up at night. Site Name: Lucky Motel (Reno, Nev.)"|"pho003918. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1sq8qh2n."|||http://special.library.unlv.edu/sites/default/files/2020-11/321340_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321340-Service%20File.jpg|
pho003919|12218eee-7d1b-408c-988e-83cd8d92b719|http://special.library.unlv.edu/ark:/62930/d1p26q31j|"Slide of the neon sign for Syd and Helen's Cocktail Lounge and Restaurant, Reno, Nevada, 1986"|"A color image of the neon signs for Syd and Helen's Cocktail Lounge and Restaurant, located on West 4th Street in Reno. Site Name: Syd and Helen's Cocktail Lounge and Restaurant (Reno, Nev.)"|"pho003919. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1p26q31j."|||http://special.library.unlv.edu/sites/default/files/2020-11/321341_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321341-Service%20File.jpg|
pho003920|76d572e8-8876-4cbe-9ec3-f54e016d6ad9|http://special.library.unlv.edu/ark:/62930/d1j960875|"Slide of the neon sign for the Rest Well Court, Reno, Nevada, 1986"|"A color image of the neon sign for the defunct Rest Well motor court in Reno. Site Name: Rest Well Court (Reno, Nev.)"|"pho003920. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1j960875."|||http://special.library.unlv.edu/sites/default/files/2020-11/321342_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321342-Service%20File.jpg|
pho003921|d953d902-a7ec-495f-818f-4beee77630c3|http://special.library.unlv.edu/ark:/62930/d1dj58g2j|"Slide of the neon sign for Everybody's Inn Motel, Reno, Nevada, 1986"|"A color image of the neon sign for Everybody's Inn Motel, located on East 4th Street in Reno. Site Name: Everybody's Inn Motel (Reno, Nev.)"|"pho003921. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1dj58g2j."|||http://special.library.unlv.edu/sites/default/files/2020-11/321343_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321343-Service%20File.jpg|
pho003922|e4684e38-e7b2-47e3-9010-e9c6b4045bf9|http://special.library.unlv.edu/ark:/62930/d18s4jn8s|"Slide of the neon sign for the Farris Motel, Reno, Nevada, 1986"|"A color image of the neon signs for the Farris Motel, located on East 4th Street in Reno. Briefly called the Shady Grove Motel in 1946 Site Name: Farris motel (Reno, Nev.)"|"pho003922. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d18s4jn8s."|||http://special.library.unlv.edu/sites/default/files/2020-11/321344_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321344-Service%20File.jpg|
pho003923|8c5503d0-42cd-4481-b2c1-0dffc49c5d47|http://special.library.unlv.edu/ark:/62930/d1513tv4z|"Slide of the neon sign for the El Rancho Motel, Reno, Nevada, 1986"|"A color image of the neon sign for the El Rancho Motel in Reno, lit up at night. Site Name: El Rancho Motel (Reno, Nev.)"|"pho003923. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1513tv4z."|||http://special.library.unlv.edu/sites/default/files/2020-11/321345_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321345-Service%20File.jpg|
pho003924|a607ef08-f9c0-459f-bcd7-6b0d78f943a3|http://special.library.unlv.edu/ark:/62930/d11834213|"Slide of the neon sign for the Rumpus Room bar, Reno, Nevada, 1986"|"A color image of the neon sign for the Rumpus Room Bar, located on East 4th Street in Reno, lit up at night. Site Name: Rumpus Room (Reno, Nev.)"|"pho003924. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d11834213."|||http://special.library.unlv.edu/sites/default/files/2020-11/321346_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321346-Service%20File.jpg|
pho003925|cc604859-e268-4361-b1b7-827e0213cf12|http://special.library.unlv.edu/ark:/62930/d1wh2dd63|"Slide of the neon sign for Betty's Motel, Reno, Nevada, 1986"|"A color image of the neon sign for Betty's Motel on East 4th Street in Reno. Site Name: Betty's Motel (Reno, Nev.)"|"pho003925. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1wh2dd63."|||http://special.library.unlv.edu/sites/default/files/2020-11/321347_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321347-Service%20File.jpg|
pho003926|d93c6013-28f8-4140-a74a-4ff775a9195e|http://special.library.unlv.edu/ark:/62930/d1rv0d05p|"Slide of the neon sign for the Sandman Motel, Reno, Nevada, 1986"|"A color image of the neon sign for the Sandman Motel on East 4th Street in Reno. Site Name: Sandman Motel (Reno, Nev.)"|"pho003926. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1rv0d05p."|||http://special.library.unlv.edu/sites/default/files/2020-11/321348_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321348-Service%20File.jpg|
pho003927|e2b8a7cd-5057-4326-a95e-d8c639eebc4f|http://special.library.unlv.edu/ark:/62930/d1n29p619|"Slide of the neon sign for the Sandman Motel at night, Reno, Nevada, 1986"|"A color image of the neon sign for the Sandman Motel on East 4th Street in Reno, lit up at night. Site Name: Sandman Motel (Reno, Nev.)"|"pho003927. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1n29p619."|||http://special.library.unlv.edu/sites/default/files/2020-11/321349_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321349-Service%20File.jpg|
pho003928|7fd25b83-a514-4298-87fe-036f71ee6c73|http://special.library.unlv.edu/ark:/62930/d1h98zc62|"Slide of the neon sign for the Hi Ho Motor Lodge, Reno, Nevada, 1986"|"A color image of the neon sign for the Hi Ho Motor Lodge on East 4th Street in Reno. Site Name: Hi Ho Motor Lodge (Reno, Nev.)"|"pho003928. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1h98zc62."|||http://special.library.unlv.edu/sites/default/files/2020-11/321350_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321350-Service%20File.jpg|
pho003929|a6558924-d257-4a48-94e0-a14410260b86|http://special.library.unlv.edu/ark:/62930/d1cj87k29|"Slide of the neon sign for the Hi Ho Motor Lodge at night, Reno, Nevada, 1986"|"A color image of the neon sign for the Hi Ho Motor Lodge on East 4th Street in Reno, lit up at night. Site Name: Hi Ho Motor Lodge (Reno, Nev.)"|"pho003929. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1cj87k29."|||http://special.library.unlv.edu/sites/default/files/2020-11/321351_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321351-Service%20File.jpg|
pho003930|17a4fd59-2328-4740-b211-26c7e50c65b8|http://special.library.unlv.edu/ark:/62930/d17s7hr8j|"Slide of the neon sign for Alturas Bar, Reno, Nevada, 1986"|"A color image of the neon sign for Alturas Bar on East 4th Street in Reno, lit up at night. Site Name: Alturas Bar (Reno, Nev.)"|"pho003930. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d17s7hr8j."|||http://special.library.unlv.edu/sites/default/files/2020-11/321352_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321352-Service%20File.jpg|
pho003931|f73b6723-b106-4205-a207-7a060e34823a|http://special.library.unlv.edu/ark:/62930/d1416sz56|"Slide of the neon sign for Sutro Motel, Reno, Nevada, 1986"|"A color image of the neon sign for Sutro Motel on East 4th Street in Reno, lit up at night. Site Name: Sutro Motel (Reno, Nev.)"|"pho003931. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1416sz56."|||http://special.library.unlv.edu/sites/default/files/2020-11/321353_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321353-Service%20File.jpg|
pho003932|6932fc3a-6b05-49ba-97ca-b2b65f90833d|http://special.library.unlv.edu/ark:/62930/d10c4sj4s|"Slide of the neon sign for the Morris Hotel at night, Reno, Nevada, 1986"|"A color image of the neon signs for the Morris Hotel on East 4th Street in Reno, lit up at night. Site Name: Morris Hotel (Reno, Nev.)"|"pho003932. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d10c4sj4s."|||http://special.library.unlv.edu/sites/default/files/2020-11/321354_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321354-Service%20File.jpg|
pho003933|b846e755-df89-47e1-ba62-2efd046aeb4c|http://special.library.unlv.edu/ark:/62930/d1vm42w95|"Slide of the neon sign for the Morris Hotel, Reno, Nevada, 1986"|"A color image of the neon sign for the Morris Hotel on East 4th Street in Reno, lit up at night. Site Name: Morris Hotel (Reno, Nev.)"|"pho003933. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1vm42w95."|||http://special.library.unlv.edu/sites/default/files/2020-11/321355_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321355-Service%20File.jpg|
pho003934|909891e7-5df0-4661-96eb-342ef32c6f6d|http://special.library.unlv.edu/ark:/62930/d1qv3c35f|"Slide of the neon sign for the 7/11 Motor Lodge, Reno, Nevada, 1986"|"A color image of the 7/11 Motor Lodge, located on West 2nd Street in Reno, and its neon signs. Site Name: 7/11 Motor Lodge (Reno, Nev.)"|"pho003934. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1qv3c35f."|||http://special.library.unlv.edu/sites/default/files/2020-11/321356_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321356-Service%20File.jpg|
pho003935|8b76dd9a-4fcf-447f-a198-ca0031679680|http://special.library.unlv.edu/ark:/62930/d1m32n904|"Slide of the neon sign for the 7/11 Motor Lodge at night, Reno, Nevada, 1986"|"A color image of the neon sign for the 7/11 Motor Lodge, located on West 2nd Street, lit up at night. Site Name: 7/11 Motor Lodge (Reno, Nev.)"|"pho003935. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1m32n904."|||http://special.library.unlv.edu/sites/default/files/2020-11/321357_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321357-Service%20File.jpg|
pho003936|acabd567-0b4f-4878-83d7-257c08e676ce|http://special.library.unlv.edu/ark:/62930/d1gb1xg6c|"Slide of the Del Rio Motel and its neon signs, Reno, Nevada, 1986"|"A color image of the Del Rio Motel, located on West 2nd Street in Reno, and its neon signs. Site Name: Del Rio Motel (Reno, Nev.)"|"pho003936. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1gb1xg6c."|||http://special.library.unlv.edu/sites/default/files/2020-11/321358_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321358-Service%20File.jpg|
pho003937|9c6078c8-a9d7-4111-9e26-146953918db8|http://special.library.unlv.edu/ark:/62930/d1bk16p2m|"Slide of the neon sign for the River Motel, Reno, Nevada, 1986"|"A color image of the neon sign for the River Motel, located on West 2nd Street in Reno. Site Name: River Motel (Reno, Nev.)"|"pho003937. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1bk16p2m."|||http://special.library.unlv.edu/sites/default/files/2020-11/321359_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321359-Service%20File.jpg|
pho003938|49dcfa54-5f65-4b87-b95e-e4e36b0a2850|http://special.library.unlv.edu/ark:/62930/d16t0gv9b|"Slide of the neon sign for the Tower Motel, Reno, Nevada, 1986"|"A color image of the neon signs for the Tower Motel, located on West 2nd Street in Reno. Site Name: Tower Motel (Reno, Nev.)"|"pho003938. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d16t0gv9b."|||http://special.library.unlv.edu/sites/default/files/2020-11/321360_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321360-Service%20File.jpg|
pho003939|18cbe2c6-59ba-4864-b49b-581311a6a36f|http://special.library.unlv.edu/ark:/62930/d1348gf8p|"Slide of the neon sign for the Motel Mirador, Reno, Nevada, 1986"|"A color image of the neon signs for the Motel Mirador, located on West 2nd Street in Reno. Site Name: Motel Mirador (Reno, Nev.)"|"pho003939. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1348gf8p."|||http://special.library.unlv.edu/sites/default/files/2020-11/321361_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321361-Service%20File.jpg|
pho003940|287d8563-6c83-4077-9f26-88f96a8d791e|http://special.library.unlv.edu/ark:/62930/d1zc7rt39|"Slide of the Stagger Inn Bar and its neon signs, Reno, Nevada, 1986"|"A color image of Jody Henson's Stagger Inn Bar and its neon signs on West 2nd Street in Reno. Site Name: Stagger Inn Bar (Reno, Nev.)"|"pho003940. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1zc7rt39."|||http://special.library.unlv.edu/sites/default/files/2020-11/321362_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321362-Service%20File.jpg|
pho003941|59efa8e8-3e7c-47c4-bd9a-b4af21d81826|http://special.library.unlv.edu/ark:/62930/d1tm7209b|"Slide of the Town House Motor Lodge and its neon sign, Reno, Nevada, 1986"|"A color image of the Town House Motor Lodge, located on West 2nd Street in Reno, and its neon signs. The Hotel El Cortez and Hilton are visible behind the motor lodge. Site Name: Town House Motor Lodge (Reno, Nev.)"|"pho003941. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1tm7209b."|||http://special.library.unlv.edu/sites/default/files/2020-11/321363_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321363-Service%20File.jpg|
pho003942|1204b457-3a74-443b-ad30-914661c8820d|http://special.library.unlv.edu/ark:/62930/d1pv6b64q|"Slide of the neon sign for the Town House Motor Lodge at night, Reno, Nevada, 1986"|"A color image of the neon sign for the Town House Motor Lodge, located on West 2nd Street in Reno, lit up at night. Site Name: Town House Motor Lodge (Reno, Nev.)"|"pho003942. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1pv6b64q."|||http://special.library.unlv.edu/sites/default/files/2020-11/321364_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/321364-Service%20File.jpg|
