did|uuid|url|title|body|citation|lat|lon|thumbnail|service|original
NNN000001|de4d15d3-2621-4280-a347-692729296794|http://special.library.unlv.edu/ark:/62930/d16w9931n|"People's Market window lettering, Elko, Nevada: photographic print"|"<p>Exterior view of the People's Market in Elko, the earliest documented neon signs in NV. Detail shots included. Photos were taken during the day.</p><p>443 Idaho St, Elko, NV 89801</p></br>"|"NNN000001. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d16w9931n"|40.832482|-115.763792|http://special.library.unlv.edu/sites/default/files/2021-06/535361-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535362-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535363-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535364-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535362-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535363-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535364-Service%20File.jpg|
NNN000002|e565652d-472a-4236-9182-043aab331f48|http://special.library.unlv.edu/ark:/62930/d1pz54d71|"New Deal Club flag mount sign, Elko, Nevada: photographic print"|"<p>Exterior view of The New Deal Club sign in Elko, NV during the day.</p><p>548 Commercial St, Elko, NV 89801</p></br>"|"NNN000002. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1pz54d71"|40.83212|-115.761265|http://special.library.unlv.edu/sites/default/files/2021-06/535365-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535365-Service%20File.jpg|
NNN000003|485b9059-20ac-427f-9d23-a92834b5fa40|http://special.library.unlv.edu/ark:/62930/d1k64dm17|"Jackpot Club wall sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Jackpot Club in Elko, now known as Stockmen's.</p><p>340 Commercial St, Elko, NV 89801</p></br>"|"NNN000003. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1k64dm17"|40.83052|-115.763385|http://special.library.unlv.edu/sites/default/files/2021-06/535366-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535366-Service%20File.jpg|
NNN000004|1292ab5f-2cdb-4392-b532-4ffbdeb14e09|http://special.library.unlv.edu/ark:/62930/d1ff3ps8z|"Silver Dollar Club channel letters, Elko, Nevada: photographic print"|"<p>Exterior view of The Silver Dollar Club in Elko, NV, opened during the final weeks of the prohibition and closed its doors early 2020. Photographs provided are from different dates; the 1940's and 1986. Lit and unlit images featured.</p><p>Silver Dollar Club</p><p>400 Commercial St, Elko, NV 89801</p></br>"|"NNN000004. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1ff3ps8z"|40.831148|-115.762518|http://special.library.unlv.edu/sites/default/files/2021-06/535367-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535368-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535369-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535370-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535371-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535368-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535369-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535370-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535371-Service%20File.jpg|
NNN000005|9e37df1d-b24c-4735-a837-43db642d506d|http://special.library.unlv.edu/ark:/62930/d1sq8tb15|"Carl's Cafe flag mount and channel letters, Elko, Nevada: photographic print"|"<p>Exterior view of Carl's Cafe in Elko, NV also doubled as the town's Greyhound Bus stop.</p></br>"|"NNN000005. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1sq8tb15"|||http://special.library.unlv.edu/sites/default/files/2021-06/535372-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535372-Service%20File.jpg|
NNN000006|b2b2a984-17a0-4cf6-9031-32fad6b21891|http://special.library.unlv.edu/ark:/62930/d1nz83h4b|"Stockmen's Hotel channel letters, Elko, Nevada: photographic print"|"<p>Exterior view of The Stockmen's Hotel in Elko, NV. Photos from the 1940's and 1986. The images include views during the day with unlit neon and at night with lit neon.The present day site of the hotel used to be the Mayer Hotel.</p><p>Stockmen's</p><p>340 Commercial St, Elko, NV 89801</p></br>"|"NNN000006. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1nz83h4b"|40.830738|-115.76286|http://special.library.unlv.edu/sites/default/files/2021-06/535373-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535374-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535375-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535376-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535374-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535375-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535376-Service%20File.jpg|
NNN000007|da35e99b-91e1-4e66-8db8-9049a9dc129c|http://special.library.unlv.edu/ark:/62930/d1513xp5f|"Townhouse Motel dual pylon sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Townhouse Motel in Elko, NV with unlit neon.</p></br>"|"NNN000007. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1513xp5f"|||http://special.library.unlv.edu/sites/default/files/2021-06/535377-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535377-Service%20File.jpg|
NNN000008|a53f91f7-9ce1-44c2-8af3-513ba2f2cf61|http://special.library.unlv.edu/ark:/62930/d11836w25|"Tom's Drive Inn channel letters, Elko, Nevada: photographic print"|"<p>Exterior view of Tom's Drive Inn in Elko, NV, converted into a discount satellite tv store.</p></br>"|"NNN000008. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d11836w25"|||http://special.library.unlv.edu/sites/default/files/2021-06/535378-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535379-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535380-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535379-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535380-Service%20File.jpg|
NNN000009|ff952481-f83e-494b-b0fb-e7b6f743ec96|http://special.library.unlv.edu/ark:/62930/d1wh2h75m|"Knapp Motel wall and roof mounted signs, Elko, Nevada: photographic print"|"<p>Sign pointing towards the Knapp Motel in Elko, NV as seen from Body & Fender Works during the day. Includes Knappp Motel sign, exterior view.<p></br>"|"NNN000009. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1wh2h75m"|||http://special.library.unlv.edu/sites/default/files/2021-06/535381-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535382-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535383-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535382-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535383-Service%20File.jpg|
NNN000010|37f3381e-34e2-4a2a-a70a-ac6e4aa4f118|http://special.library.unlv.edu/ark:/62930/d1rr1sd9w|"Centre Motel pylon sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Centre Motel in Elko, NV, formally known as Knapp's during the day and at night with lit neon</p><p>Centre Motel</p><p>475 3rd St, Elko, NV 89801</p></br>"|"NNN000010. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1rr1sd9w"|40.831562|-115.765838|http://special.library.unlv.edu/sites/default/files/2021-06/535384-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535385-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535386-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535387-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535385-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535386-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535387-Service%20File.jpg|
NNN000011|a16fb015-0f83-430a-a61f-5fdd9462c06c|http://special.library.unlv.edu/ark:/62930/d17s7mk8j|"Mid-Town Motel pyon sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Mid-Town Motel in Elko, NV. Images are from 1950 and 1986, including one view from a distance at night.</p><p>Mid-Town Motel</p><p>294 Idaho St, Elko, NV 89801</p></br>"|"NNN000011. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d17s7mk8j"|40.830811|-115.764668|http://special.library.unlv.edu/sites/default/files/2021-06/535388-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535389-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535390-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535391-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535389-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535390-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535391-Service%20File.jpg|
NNN000012|dfc6a960-5f12-4ee4-8ec8-56e65785bb2d|http://special.library.unlv.edu/ark:/62930/d1qr4rj17|"Star-Lite Motel pylon sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Star-Lite Motel in Elko, NV during the night.</p></br>"|"NNN000012. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1qr4rj17"|||http://special.library.unlv.edu/sites/default/files/2021-06/535392-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535393-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535394-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535393-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535394-Service%20File.jpg|
NNN000013|78be7e34-46d8-467d-a675-338dcdf1d972|http://special.library.unlv.edu/ark:/62930/d1bk19h2m|"Elko Motel pylon sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Elko Motel in Elko, NV at night.</p></br>"|"NNN000013. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1bk19h2m"|||http://special.library.unlv.edu/sites/default/files/2021-06/535395-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535396-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535397-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535396-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535397-Service%20File.jpg|
NNN000014|4292a6e3-2eb8-4858-865a-c4f4b80aeb3f|http://special.library.unlv.edu/ark:/62930/d1z895779|"Manor Motor Lodge pylon sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Manor Motor Lodge in Elko, NV during the day.</p><p>Manor Motor Lodge</p><p>185 Idaho St, Elko, NV 89801</p></br>"|"NNN000014. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1z895779"|40.830525|-115.766205|http://special.library.unlv.edu/sites/default/files/2021-06/535398-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535398-Service%20File.jpg|
NNN000015|3e269f7d-509a-442c-8d7a-7d7e795810ee|http://special.library.unlv.edu/ark:/62930/d1th8ff4n|"Holiday Motel pylon and marquee sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Holiday Motel in Elko, NV at night with lit neon.</p><p>Holiday Motel</p><p>1276 Idaho St, Elko, NV 89801</p></br>"|"NNN000015. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1th8ff4n"|40.83866|-115.755979|http://special.library.unlv.edu/sites/default/files/2021-06/535399-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535399-Service%20File.jpg|
NNN000016|372016e0-43d7-46ce-bd12-f81f749328b8|http://special.library.unlv.edu/ark:/62930/d1pv6f12r|"Ranch Inn Motor Lodge pyon and marquee sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Ranch Inn Motel-Casino in Elko, NV. Photos from 1940's, 1947, 1950's, and 1986. Photos include night and day shots.</p></br>"|"NNN000016. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1pv6f12r"|||http://special.library.unlv.edu/sites/default/files/2021-06/535400-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535401-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535402-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535403-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535404-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535405-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535401-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535402-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535403-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535404-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535405-Service%20File.jpg|
NNN000017|dc26375d-59eb-475c-8544-0bfb11323dfb|http://special.library.unlv.edu/ark:/62930/d1x924b83|"Wagner's Drive Inn roof mounted sign, Elko, Nevada: photographic print"|"<p>Exterior view of Wagner's Drive Inn in Elko, NV during the day.</p></br>"|"NNN000017. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1x924b83"|||http://special.library.unlv.edu/sites/default/files/2021-06/535406-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535406-Service%20File.jpg|
NNN000018|eb1cd860-e3a2-4627-8a44-217f42b4ff34|http://special.library.unlv.edu/ark:/62930/d1sn03x78|"Shorty's Club flag mount wall sign, Elko, Nevada: photographic print"|"<p>Exterior view of Shorty's Club in Elko, NV shown during the day and at night in 1986.</p><p>John Margolies 2015</p></br>"|"NNN000018. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1sn03x78"|||http://special.library.unlv.edu/sites/default/files/2021-06/535407-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535408-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535409-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535410-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535408-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535409-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535410-Service%20File.jpg|
NNN000019|f6ff17d5-0429-4d07-a72d-d9db2cab318d|http://special.library.unlv.edu/ark:/62930/d18k77q1n|"Palm Saloon banner sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Palm Saloon in Elko, NV during the day.</p><p>407 Railroad Street, Elko, NV 89801</p></br>"|"NNN000019. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d18k77q1n"|||http://special.library.unlv.edu/sites/default/files/2021-06/535411-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535412-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535413-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535412-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535413-Service%20File.jpg|
NNN000020|acaf7dc9-8bd6-47a4-b08f-95c439418174|http://special.library.unlv.edu/ark:/62930/d1wd3sv1d|"The Commercial Hotel roof mounted, fascia, and lettering signs, Elko, Nevada: photographic print"|"<p>Exterior view of The Commercial Casino in Elko, NV, as it is called today, was originally known as the Humboldt Lodging House it was built in 1869. When gambling became legalized, it was renamed. Views are during the day and at night.</p><p>The Commercial</p><p>345 4th St, Elko, NV 89801</p></br>"|"NNN000020. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1wd3sv1d"|40.831513|-115.763939|http://special.library.unlv.edu/sites/default/files/2021-06/535414-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535415-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535416-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535417-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535415-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535416-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535417-Service%20File.jpg|
NNN000021|c4a85866-ace0-483e-afc0-b8dc62b0be4a|http://special.library.unlv.edu/ark:/62930/d1cc0xm66|"Red Lion Casino lettering and logo sign, Elko, Nevada: photographic print"|"<p>Exterior view of Red Lion Hotel & Casino in Elko, NV at night with lit noen.</p><p>The Red Lion Hotel & Casino</p><p>2065 Idaho St, Elko, NV 89801</p></br>"|"NNN000021. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1cc0xm66"|40.850403|-115.74702|http://special.library.unlv.edu/sites/default/files/2021-06/535418-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535419-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535420-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535421-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535419-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535420-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535421-Service%20File.jpg|
NNN000022|abf9914f-1c77-4403-b889-c75f55b6c189|http://special.library.unlv.edu/ark:/62930/d1vd6rz2n|"Mona Lisa pylon sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Mona Lisa Brothel in Elko, NV during the day. </p></br>"|"NNN000022. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1vd6rz2n"|||http://special.library.unlv.edu/sites/default/files/2021-06/535422-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535422-Service%20File.jpg|
NNN000023|6ad66864-b653-4885-8178-20a30245d250|http://special.library.unlv.edu/ark:/62930/d1qn62508|"El Neva Motel flag mounted pylon and marquee sign, Elko, Nevada: photographic print"|"<p>Exterior view of The El Neva Motel in ELko, NV during the day and at night.</p></br>"|"NNN000023. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1qn62508"|||http://special.library.unlv.edu/sites/default/files/2021-06/535423-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535424-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535425-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535424-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535425-Service%20File.jpg|
NNN000024|ce2dfc69-48b2-4010-ac6e-89a3031649e4|http://special.library.unlv.edu/ark:/62930/d1bc3wq5g|"Travler's Motel lettering and marquee sign, Elko, Nevada: photographic print"|"<p>Exterior view of The Traveler's Motel in Elko, NV at night.</p></br>"|"NNN000024. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1bc3wq5g"|||http://special.library.unlv.edu/sites/default/files/2021-06/535426-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535426-Service%20File.jpg|
NNN000025|6e8533c6-6830-445d-9fe4-bc0384da1731|http://special.library.unlv.edu/ark:/62930/d16m35x26|"Golden Rule Stores banner sign, Elko, Nevada: photograph"|"<p>Exterior view of the Golden Rule Stores in Elko, NV during the day.</p></br>"|"NNN000025. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d16m35x26"|||http://special.library.unlv.edu/sites/default/files/2021-06/535427-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535427-Service%20File.jpg|
NNN000026|662f97a3-4666-49ea-87b1-0dcbb0ca5641|http://special.library.unlv.edu/ark:/62930/d12z15h1s|"Davin's Bar Lounge flag mount and marquee signs, Elko, Nevada: photographic print"|"<p>Exterior view of Davin's Bar Lounge in Elko, NV during the day.</p></br>"|"NNN000026. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d12z15h1s"|||http://special.library.unlv.edu/sites/default/files/2021-06/535428-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535428-Service%20File.jpg|
NNN000027|f59417b8-05df-452e-b5f1-c050aaf30e66|http://special.library.unlv.edu/ark:/62930/d1z60fv7k|"Elko Drugs flag mounted lettering sign, Elko, Nevada: photographic print"|"<p>Exterior view of Elko Dugs in Elko, NV at night.</p></br>"|"NNN000027. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1z60fv7k"|||http://special.library.unlv.edu/sites/default/files/2021-06/535429-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535429-Service%20File.jpg|
NNN000028|d68df5cf-5bff-4a35-83c6-405c2317e049|http://special.library.unlv.edu/ark:/62930/d1td9r24s|"Holiday Inn monument and marquee sign, Elko, Nevada: photographic print"|"<p>Exterior view of the Holiday Inn in Elko, NV at night.</p></br>"|"NNN000028. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1td9r24s"|||http://special.library.unlv.edu/sites/default/files/2021-06/535430-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535430-Service%20File.jpg|
NNN000029|a828b689-ca09-4a7b-852f-2a08ee6ee43f|http://special.library.unlv.edu/ark:/62930/d1pn9181h|"Club 50 Cafe flag mounted sign, McGill, Nevada: photographic print"|"<p>The Club 50 Cafe in McGill, NV during the day.</p></br>"|"NNN000029. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1pn9181h"|||http://special.library.unlv.edu/sites/default/files/2021-06/535431-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535431-Service%20File.jpg|
NNN000030|5a3087ae-403b-48fa-91ab-45ff081d6526|http://special.library.unlv.edu/ark:/62930/d1jw89f49|"Main Street, Ely, Nevada: photographic print"|"<p>Veiw of Maintreet in Ely during the 1920's. Images are during the day with unlit noen and at night with lit neon.</p><p>Main Street</p></br>"|"NNN000030. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1jw89f49"|||http://special.library.unlv.edu/sites/default/files/2021-06/535432-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535433-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535434-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535435-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535433-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535434-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535435-Service%20File.jpg|
NNN000031|08178599-f4da-4648-a89f-f030eceef8b4|http://special.library.unlv.edu/ark:/62930/d11z44m21|"Nevada Club flag mount, marquee and lettering signs, Ely, Nevada: photographic print"|"<p>Exterior views of the Nevada Club in Ely, NV. Photographs are during the day and at night.</p></br>"|"NNN000031. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d11z44m21"|||http://special.library.unlv.edu/sites/default/files/2021-06/535436-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535437-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535438-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535439-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535437-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535438-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535439-Service%20File.jpg|
NNN000032|9276d4dd-47b7-46d3-82f9-2e252692f88a|http://special.library.unlv.edu/ark:/62930/d1hx18j2n|"Neon Eagle roof mounted sign, Ely, Nevada: photographic print"|"<p>View of a neon eagle atop a gas station in Ely, NV during the day.</p></br>"|"NNN000032. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1hx18j2n"|||http://special.library.unlv.edu/sites/default/files/2021-06/535440-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535440-Service%20File.jpg|
NNN000033|fd0d6f3e-78cc-48ac-bf95-758a19aaedb8|http://special.library.unlv.edu/ark:/62930/d1d50jq9p|"Midget Bar flag mounted sign, Ely, Nevada: photographic print"|"<p>Exterior view of the Midget Bar in Ely, NV during the day.</p></br>"|"NNN000033. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1d50jq9p"|||http://special.library.unlv.edu/sites/default/files/2021-06/535441-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535441-Service%20File.jpg|
