Timestamp|DigitalitemIDNNN|OriginalFilenamechil|TitleUniqueSignNameS|Descriptionnotediffe|CreatorPhotographero|Signdateofinstallati|SiteNameifknown|StreetAddressifappli|GeographicCoordinate|Signmanufacturerifkn|Signownerifknownnore|LitUnlit|TimeofDayifknown|SubjectFAST|PrintPublisherifappl|Rightshttpsrightssta|Formathttpswwwianaor|DCMIResourcetypehttp|DigitalProvenance|ProjectName|Citation|CollectionGuide|DigitalPublisher|Contributorifknownno|InteriorExteriorifkn|BLANK26|StaffNotes|Date|BLANK29|FullTitleCode|Fulltitle
"10/12/2020 7:10:21"|NNN000168|"LV-2-010 The Dunes Oasis 1986.tif; LV-2-011 The Dunes Oasis 1986.tif; LV-2-012 Dunes Oasis 'The Strip' 1986.tif"|"The Dunes Oasis Hotel & Casino double mounted pylon, lettering, marquee, and wall signs, Las Vegas, Nevada: photographic print"|"<p>Exterior views of The Dunes Oasis with lit neon.</p>"|"Miller, Chelsea S."|XXXX||||||lit|"dusk, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072883"|Exterior|||1986||"<p><p>Exterior views of The Dunes Oasis with lit neon.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>dusk, night</p><p>Exterior</p></br>"|"<p>Exterior views of The Dunes Oasis with lit neon. </p><p></p><p></p><p></p><p></p><p>lit</p><p>dusk, night</p><p>Exterior</p></br>"
"10/12/2020 7:17:43"|NNN000169|"LV-2-013 Flamingo Hotel on 'The Strip' 1986.tif; LV-2-014The Flamingo Hilton 1986.tif; LV-2-015 Flamingo Hilton 1986.tif; LV-2-016 The Flamingo Hilton 'The Strip' 1986.tif; LV-2-017 The Flamingo The Strip' 1986.tif; LV-2-018 Flamingo Hotel 1986.tif"|"The Flamingo Hilton Hotel & Casino lettering, marquee, roof mounted, and wall signs, Las Vegas, Nevada: photographic print"|"<p>Exterior views of the Flamingo Hilton during the day and at night.</p>"|"Miller, Chelsea S."|XXXX||"<p>3575 Las Vegas Blvd S, Las Vegas, NV 89109</p>"|"36.115477, -115.172268"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072884"|Exterior|||1986||"<p><p>Exterior views of the Flamingo Hilton during the day and at night.</p></p><p></p><p><p>3575 Las Vegas Blvd S, Las Vegas, NV 89109</p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"|"<p>Exterior views of the Flamingo Hilton during the day and at night.</p><p></p><p><p>3575 Las Vegas Blvd S, Las Vegas, NV 89109</p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"
"10/12/2020 7:26:44"|NNN000170|"LV-2-019 Barbary Coast Hotel Casino 1980's.tif; LV-2-020 Barbary Coast 1986.tif"|"Barbary Coast Hotel lettering, marquee, and wall signs, Las Vegas, Nevada: photographic print"|"<p>The Barbary Coast Hotel at night, currently known as The Cromwell.</p>"|"Miller, Chelsea S."|1979||"<p>3595 S Las Vegas Blvd, Las Vegas, NV 89109</p>"|"36.115022, -115.172427"|||lit|"dusk, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072885"|Exterior|||1980~/1989~||"<p><p>The Barbary Coast Hotel at night, currently known as The Cromwell.</p></p><p></p><p><p>3595 S Las Vegas Blvd, Las Vegas, NV 89109</p></p><p></p><p></p><p>lit</p><p>dusk, night</p><p>Exterior</p></br>"|"<p>The Barbary Coast Hotel at night, currently known as The Cromwell. </p><p></p><p><p>3595 S Las Vegas Blvd, Las Vegas, NV 89109</p></p><p></p><p></p><p>lit</p><p>dusk, night</p><p>Exterior</p></br>"
"10/12/2020 7:32:45"|NNN000171|"LV-2-021 Thunderbird Hotel 1960's.tif; LV-2-022 The Old Thunderbird Hotel (now defunct).tif"|"Thunderbird Hotel lettering, mounted pylon, and marquee signs, Las Vegas, Nevada: photographic print"|"<p>Exterior views of the (not defunct) Thunderbird Hotel at night.</p>"|"Miller, Chelsea S."|XXXX||||||lit|"dusk, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Hotels -- http://id.worldcat.org/fast/961767, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072886"|Exterior|||1960~/1969~||"<p><p>Exterior views of the (not defunct) Thunderbird Hotel at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>dusk, night</p><p>Exterior</p></br>"|"<p>Exterior views of the (not defunct) Thunderbird Hotel at night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>dusk, night</p><p>Exterior</p></br>"
"10/21/2020 6:00:29"|NNN000172|"LV-2-023 Palace Station 1986.tif; LV-2-024 Palace Station 1986.tif; LV-2-025 Palace Station 1986.tif"|"Palace Station Casino pylon and wall signs, Las Vegas, Nevada: photographic print"|"<p>Exterior views of the Palace Station Casino sign during the day and at night.</p>"|"Miller, Chelsea S."|XXXX||"<p>2411 W Sahara Ave, Las Vegas, NV 89102</p>"|"36.142985, -115.174925"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Casinos -- http://id.worldcat.org/fast/848246, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072887"|Exterior|||1986||"<p><p>Exterior views of the Palace Station Casino sign during the day and at night.</p></p><p></p><p><p>2411 W Sahara Ave, Las Vegas, NV 89102</p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"|"<p>Exterior views of the Palace Station Casino sign during the day and at night. </p><p></p><p><p>2411 W Sahara Ave, Las Vegas, NV 89102</p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"
"10/21/2020 6:11:49"|NNN000173|"LV-2-027 Wedding Chappel 1986.tif"|"Wedding Chapel lettering sign, Las Vegas, Nevada: photographic print"|"<p>Exterior view of wedding chapel at night.</p>"|"Miller, Chelsea S."|XXXX||||||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Wedding -- http://id.worldcat.org/fast/1173328"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072888"|Exterior|||1986||"<p><p>Exterior view of wedding chapel at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"|"<p>Exterior view of wedding chapel at night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"
"10/21/2020 6:24:39"|NNN000174|"LV-2-028 Silver Bell Chappel 'The Strip'1986.tif"|"Silver Bell Wedding Chapel lettering and wall signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the Silver Bell Wedding Chapel at night.</p>"|"Miller, Chelsea S."|XXXX||||||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Wedding -- http://id.worldcat.org/fast/1173328"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072889"|Exterior|||1986||"<p><p>Exterior view of the Silver Bell Wedding Chapel at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"|"<p>Exterior view of the Silver Bell Wedding Chapel at night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"
"10/21/2020 6:31:23"|NNN000175|"LV-2-029 Chapel of the Bells 1986.tif"|"Chapel of the Bells double mounted pylon sign, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the Chapel of the Bells at night.</p>"|"Miller, Chelsea S."|XXXX||"<p>2233 S Las Vegas Blvd, Las Vegas, NV 89104</p>"|"36.145315, -115.156110"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Wedding -- http://id.worldcat.org/fast/1173328"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072890"|Exterior|||1986||"<p><p>Exterior view of the Chapel of the Bells at night.</p></p><p></p><p><p>2233 S Las Vegas Blvd, Las Vegas, NV 89104</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"|"<p>Exterior view of the Chapel of the Bells at night. </p><p></p><p><p>2233 S Las Vegas Blvd, Las Vegas, NV 89104</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"
"10/21/2020 6:34:24"|NNN000176|"LV-2-030 Candlelight Chappel 1986.tif"|"Candlelight Wedding Chapel mounted pylon and marquee sign, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the Candlelight We4dding Chapel sign at night. The building is now a museum.</p>"|"Miller, Chelsea S."|1966||||||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Wedding -- http://id.worldcat.org/fast/1173328"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072891"|Exterior|||1986||"<p><p>Exterior view of the Candlelight We4dding Chapel sign at night. The building is now a museum.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"|"<p>Exterior view of the Candlelight We4dding Chapel sign at night. The building is now a museum. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"
"10/21/2020 6:36:07"|NNN000177|"LV-2-031 Photo Shop The Strip' 1986.tif; LV-2-032 detail of Photo Shop 1986.tif"|"Photo Shop banner and flag mounted wall sign, Las Vegas, Nevada: photographic print"|"<p>Exterior view of Photo Shop at night.</p>"|"Miller, Chelsea S."|XXXX||||||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Wedding -- http://id.worldcat.org/fast/1173328"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072892"|Exterior|||1986||"<p><p>Exterior view of Photo Shop at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"|"<p>Exterior view of Photo Shop at night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"
"10/21/2020 6:46:38"|NNN000178|"LV-2-033 5th St. Liquor Store 'The Strip' 1986.tif; LV-2-034 detail of 5th Liquor Store 1986.tif"|"5th St Liquor Store flag mounted wall signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the 5th St Liquor Store during the day and at night.</p>"|"Miller, Chelsea S."|XXXX||||||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072893"|Exterior|||1986||"<p><p>Exterior view of the 5th St Liquor Store during the day and at night.</p></p><p></p><p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"|"<p>Exterior view of the 5th St Liquor Store during the day and at night. </p><p></p><p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>"
"10/21/2020 6:56:36"|NNN000179|"LV-2-035 YESCO sign graveyard 1986.tif; LV-2-036 YESCO sign Graveyard 1986.tif; LV-2-037 YESCO sign graveyard 1986.tif; LV-2-038 Showgirl from the Paradise Hotel 1980 in Graveyard 1986.tif; LV-2-039 YESCO sign Graveyard 1986.tif; LV-2-040 YESCO Sign Graveyard 1986.tif; LV-2-041 YESCO Sign Graveyard 1986.tif; LV-2-042 DelWebb,s nevada Club 1960'sto1980 in Graveyard 1986.tif; LV-2-043 YESCO Sign Graveyard 1986.tif; LV-2-044 YESCO Sign Graveyard 1986 .tif; LV-2-047 Horse from Hacienda Hotel 1970 in graveyard 1986.tif; LV-2-049 Crown from Royal Nevada Club late 1940's in Grave yard 1986.tif"|"Neon signs in the YESCO Boneyard, Las Vegas, Nevada: photographic print"|"<p>Shots of the YESCO sign graveyard including detail shots of signs such as the showgirl from the Paradise Hotel, DelWebb's Nevada club sign, the Golden Nugget Casino Marquis and sign, the horse from Hacienda Hotel, and the crown from Royal Nevada.</p>"|"Miller, Chelsea S."|XXXX||||||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767, Motels -- http://id.worldcat.org/fast/1026838, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779"||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072894"|Exterior|||1986||"<p><p>Shots of the YESCO sign graveyard including detail shots of signs such as the showgirl from the Paradise Hotel, DelWebb's Nevada club sign, the Golden Nugget Casino Marquis and sign, the horse from Hacienda Hotel, and the crown from Royal Nevada.</p></p><p></p><p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>"|"<p>Shots of the YESCO sign graveyard including detail shots of signs such as the showgirl from the Paradise Hotel, DelWebb's Nevada club sign, the Golden Nugget Casino Marquis and sign, the horse from Hacienda Hotel, and the crown from Royal Nevada.</p><p></p><p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>"
"10/21/2020 6:58:46"|NNN000180|"LV-2-048 Royal Nevada Hotel 1950's.tif"|"Royal Nevada Hotel roof mounted and wall signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the Royal Nevada Hotel at night.</p>"|Unknown|XXXX||||||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767"||https://rightsstatements.org/page/CNE/1.0/?language=en|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072895"|Exterior|||1950~/1959~||"<p><p>Exterior view of the Royal Nevada Hotel at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"|"<p>Exterior view of the Royal Nevada Hotel at night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"
"12/6/2020 13:52:37"|NNN000181|"LV-1-002_Western Casino 1930's.tif"|"New Western Casino lettering and wall signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the New Western Casino at night.</p>"|Unknown|XXXX||||||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779"||https://rightsstatements.org/page/CNE/1.0/?language=en|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Nevada -- http://id.loc.gov/authorities/names/n79072896"|Exterior|||1930~/1939~||"<p><p>Exterior view of the New Western Casino at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"|"<p>Exterior view of the New Western Casino at night.</p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"
"10/29/2020 7:09:08"|NNN000182|"NeonNevada_Gallery SlideShowQUICKTIME.mov"|"Neon Nevada using the Rainbow Flamingos at the Laughlin Hilton"|"Slideshow movie of Neon Nevada"|"Swan, Sheila and Laufer, Peter"|XXXX|||||Investigate|lit|unknown|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://rightsstatements.org/page/InC/1.0/?language=en|movie/mov|investigate|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Option 1"|||"Strange file?"|1992||"<p>Slideshow movie of Neon Nevada</p><p></p><p></p><p></p><p>Investigate</p><p>lit</p><p>unknown</p><p></p></br>"|"<p>Slideshow movie of Neon Nevada</p><p></p><p></p><p></p><p>Investigate</p><p>lit</p><p>unknown</p><p></p></br>"
||"^^ electric?"|||||||||||||||||||||||||||||
"10/29/2020 7:12:25"|NNN000183|P1.tif|"Happy Valentines Day wall mounted sign, Nevada: photographic print"|"<p>Neon heart sign given to Shiela Laufer from Peter Laufer for Valentine's Day. It was custom made by Sparks, Nevada Sign Company.</p>"|"Swan, Sheila and Laufer, Peter"|1978||||"Sparks, Nevada Sign Company"|"Swan, Sheila and Laufer, Peter"|lit|unknown|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://rightsstatements.org/page/InC/1.0/?language=en|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Option 1"||||1993||"<p><p>Neon heart sign given to Shiela Laufer from Peter Laufer for Valentine's Day. It was custom made by Sparks, Nevada Sign Company.</p></p><p></p><p></p><p>Sparks, Nevada Sign Company</p><p>Swan, Sheila and Laufer, Peter</p><p>lit</p><p>unknown</p><p></p></br>"|"<p>Neon heart</p><p></p><p></p><p></p><p>Investigate</p><p>lit</p><p>unknown</p><p></p></br>"
|NNN000183-001||||||||||||||||||||||||||||||
"10/29/2020 7:17:32"|NNN000184|P10.tif|"CalNeva Lodge sign, Reno, Nevada: photographic print "|"<p>The sign for the CalNeva Lodge in Crystal Bay, as it was in 1978.</p>"|"Swan, Sheila and Laufer, Peter"|XXXX|||||Investigate|lit|unknown|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767"||https://rightsstatements.org/page/InC/1.0/?language=en|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Option 1"||||XXXX||"<p><p>The sign for the CalNeva Lodge in Crystal Bay, as it was in 1978.</p></p><p></p><p></p><p></p><p>Investigate</p><p>lit</p><p>unknown</p><p></p></br>"|"<p>The sign for the CalNeva Lodge in Crystal Bay, as it was in 1978.</p><p></p><p></p><p></p><p>Investigate</p><p>lit</p><p>unknown</p><p></p></br>"
|NNN000184-001||||||||||||||||||||||||||||||
"10/29/2020 7:25:01"|NNN000185|P100.tif|"Paris sign in neon boneyard, Las Vegas, Nevada: photographic print"|"<p>Defunct sign reading ""PARIS.""</p>"|"Swan, Sheila and Laufer, Peter"|XXXX|||||"Neon Museum"|unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://rightsstatements.org/page/InC/1.0/?language=en|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Option 1"|Exterior|||2010||"<p><p>Defunct sign reading ""PARIS.""</p></p><p></p><p></p><p></p><p>Neon Museum</p><p>unlit</p><p>day</p><p>Exterior</p></br>"|"<p>Defunct sign reading ""PARIS.""</p><p></p><p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>"
|NNN000185-001||||||||||||||||||||||||||||||
"10/29/2020 7:32:38"|NNN000186|P101.tif|"Laundry sign, Nevada: photographic print"|"<p>Shirt with face sign.</p>"|"Swan, Sheila and Laufer, Peter"|XXXX|||||||day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://rightsstatements.org/page/InC/1.0/?language=en|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Option 1"|Exterior|||XXXX||"<p><p>Shirt with face sign.</p></p><p></p><p></p><p></p><p></p><p></p><p>day</p><p>Exterior</p></br>"|"<p>Shirt with face sign</p><p></p><p></p><p></p><p></p><p></p><p>day</p><p>Exterior</p></br>"
|NNN000186-001||||||||||||||||||||||||||||||
"10/29/2020 7:35:48"|NNN000187|P102.tif|"Cupid's Wedding Chapel flag mounted pylon sign, Las Vegas, Nevada"|"<p>Exterior view of the sign for Cupid's wedding Chapel.</p>"|"Swan, Sheila and Laufer, Peter"|XXXX||||||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Wedding -- http://id.worldcat.org/fast/1173328"||https://rightsstatements.org/page/InC/1.0/?language=en|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Option 1"|Exterior|||1978||"<p><p>Exterior view of the sign for Cupid's wedding Chapel.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"|"<p>Exterior view of the sign for Cupid's wedding Chapel. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>"
|NNN000187-001||||||||||||||||||||||||||||||
"10/29/2020 7:51:08"|NNN000188|P104.tif|"Neon sign, Nevada: photographic print"|"<p>Neon sign reading ""neon"" from the personal collection of Sheila Swan and Peter Laufer.</p>"|"Swan, Sheila and Laufer, Peter"|1977|||||"<p>Sheila Swan and Peter Laufer</p>"|lit|unknown|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://rightsstatements.org/page/InC/1.0/?language=en|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"Option 1"||||1993||"<p><p>Neon sign reading ""neon"" from the personal collection of Sheila Swan and Peter Laufer.</p></p><p></p><p></p><p></p><p><p>Sheila Swan and Peter Laufer</p></p><p>lit</p><p>unknown</p><p></p></br>"|"<p>Neon sign reading ""neon"" from the personal collection of Sheila Swan and Peter Laufer</p><p></p><p></p><p></p><p><p>Sheila Swan and Peter Laufer</p></p><p>lit</p><p>unknown</p><p></p></br>"
|NNN000188-001||||||||||||||||||||||||||||||
