Timestamp|DigitalitemIDNNN|OriginalFilenamechil|TitleUniqueSignNameS|Descriptionnotediffe|CreatorPhotographero|Signdateofinstallati|SiteNameifknown|StreetAddressifappli|GeographicCoordinate|Signmanufacturerifkn|Signownerifknownnore|LitUnlit|TimeofDayifknown|SubjectFAST|PrintPublisherifappl|Rightshttpsrightssta|Formathttpswwwianaor|DCMIResourcetypehttp|DigitalProvenance|ProjectName|Citation|CollectionGuide|DigitalPublisher|Contributorifknownno|InteriorExteriorifkn|BLANK26|StaffNotes|Date|BLANK29|FullTitleCode|Fulltitle
|NNN000358-001||||||||||||||||||||||||||||||
|NNN000358-002||||||||||||||||||||||||||||||
|NNN000358-003||||||||||||||||||||||||||||||
"3/19/2021 15:57:10"|NNN000359|"M213_LidoInn_EastFacing_Day_FacultyPhoto.JPG; M214_LidoInn_WestFacing_Day_FacultyPhoto_2.JPG"|"Lido Inn mounted wall entrance sign, Reno, Nevada: photographic print"|"<p>View of the entrance sign during the day with unlit neon.</p>"|"Hepworth, Katherine -- https://www.wikidata.org/wiki/Q56877426"|XXXX||||||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||XXXX|||
|NNN000359-001||||||||||||||||||||||||||||||
|NNN000359-002||||||||||||||||||||||||||||||
"3/19/2021 16:07:43"|NNN000360|M233_MelsTheOriginal_EastFacing_Night_FacultyPhoto_2.JPG|"Mels The Original wall mounted sign with clock, Reno, Nevada: photographic print"|"<p>View of a neon sign surrounding a clock for Mel's The Original at duck with lit neon.</p>"|"Hepworth, Katherine -- https://www.wikidata.org/wiki/Q56877426"|XXXX||||||unlit|dusk|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior||"Which Mel's The Original is this? There are two in Reno. "|XXXX|||
|NNN000360-001||||||||||||||||||||||||||||||
"3/19/2021 16:36:47"|NNN000361|M243_Mid-TownMotel_WestFacing_Day_FacultyPhoto_2.JPG|"Midtown Lounge flag mounted wall sign, Reno, Nevada: photographic print"|"<p>View of the sign for the Midtown Lounge at dusk with unlit neon.</p>"|"Hepworth, Katherine -- https://www.wikidata.org/wiki/Q56877426"|XXXX||"611 W 2nd St, Reno, NV 89503"|"39.52553243401142, -119.82132155480701"|||unlit|dusk|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||XXXX|||
|NNN000361-001||||||||||||||||||||||||||||||
"3/19/2021 16:45:50"|NNN000362|"M244_Mid-TownMotel_WestFacing_Day_FacultyPhoto.JPG; M245_Mid-TownMotel_WestFacing_Night_FacultyPhoto.JPG"|"Midtown Motel flag mounted pylon sign, Reno, Nevada: photographic print"|"<p>View of the sign for the Midtown Motel at dusk with unlit neon.</p>"|"Hepworth, Katherine -- https://www.wikidata.org/wiki/Q56877426"|XXXX||"611 W 2nd St, Reno, NV 89503"|"39.525595599952965, -119.82154583099336"|||unlit|dusk|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||XXXX|||
|NNN000362-001||||||||||||||||||||||||||||||
|NNN000362-002||||||||||||||||||||||||||||||
"3/19/2021 16:56:59"|NNN000363|M260_OlympicHotel_EastFacing_Day_FacultyPhoto.JPG|"Olympic Hotel roof mounted sign, Reno, Nevada: photographic print"|"<p>View of the Olympic Hotel in Reno during the day with unlit neon.</p>"|"Hepworth, Katherine -- https://www.wikidata.org/wiki/Q56877426"|XXXX||"195 W 2nd St, Reno, NV 89501"|"39.52683346998556, -119.81566306993953"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior||"What is this now? Everything, including the sign, is there but I don't believe it's still a hotel (motel?)."|XXXX|||
|NNN000363-001||||||||||||||||||||||||||||||
"3/19/2021 17:38:47"|NNN000364|M301_RenoArch_NorthFacing_Day_FacultyPhoto.JPG|"Reno Arch, Reno, Nevada: photographic print"|"<p>View of the Reno Arch during the day.</p>"|"Hepworth, Katherine -- https://www.wikidata.org/wiki/Q56877426"|2009||"345 N Virginia St, Reno, NV 89501"|"39.528273895643515, -119.8136917309933"||"City of Reno"|unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"|"YESCO -- http://viaf.org/viaf/9600156133222558430002"|Exterior||"Technically not neon?"|XXXX|||
|NNN000364-001||||||||||||||||||||||||||||||
"3/19/2021 18:11:02"|NNN000365|M335_SandsRegencyHotelCasino_EastFacing_Day_FacultyPhoto_2.JPG|"Sands Regency wall mounted sign, Reno, Nevada: photographic print"|"<p>View of the sign on the side of the Sands Regency during the day with unlit neon.</p>"|"Hepworth, Katherine -- https://www.wikidata.org/wiki/Q56877426"|1970||"345 N Arlington Ave, Reno, NV 89501"|"39.5283138225173, -119.81885511565076"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||XXXX|||
|NNN000365-001||||||||||||||||||||||||||||||
"3/19/2021 19:03:27"|NNN000366|M336_SandsRegencyHotelCasino_EastFacing_Day_FacultyPhoto.JPG|"Sands Regency roof mounted sign, Reno, Nevada: photographic print"|"<p>View of the roof mounted sign for the Sands Regency.</p>"|"Hepworth, Katherine -- https://www.wikidata.org/wiki/Q56877426"|1970||"345 N Arlington Ave, Reno, NV 89501"|"39.528322097776886, -119.81885511565076"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||XXXX|||
|NNN000366-001||||||||||||||||||||||||||||||
"3/19/2021 19:10:17"|NNN000367|M349_SandsRegencyHotelCasino_EastFacing_Night_FacultyPhoto_2.JPG|"Sands Regency wall mounted sign, Reno, Nevada: photographic print"|"<p>View of a sign on the wall of the Sands Regency at night with lit neon.</p>"|"Hepworth, Katherine -- https://www.wikidata.org/wiki/Q56877426"|1970||"345 N Arlington Ave, Reno, NV 89501"|"39.528255895672544, -119.81889803099338"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||XXXX|||
|NNN000367-001||||||||||||||||||||||||||||||
"3/19/2021 19:18:09"|NNN000368|"M367_SandsRegencyHotelCasino_NorthFacing_Day_FacultyPhoto.JPG; M387_SandsRegencyHotelCasino_SouthFacing_Day_FacultyPhoto.JPG"|"Sands Regency flag mounted sign, Reno, Nevada: photographic print"|"<p>Views of the flag mounted sign for the Sands Regency at dusk with lit neon.</p>"|"Hepworth, Katherine -- https://www.wikidata.org/wiki/Q56877426"|1970||"345 N Arlington Ave, Reno, NV 89501"|"39.52838829981811, -119.81883365797948"|||unlit|dusk|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||XXXX|||
|NNN000368-001||||||||||||||||||||||||||||||
|NNN000368-002||||||||||||||||||||||||||||||
"3/19/2021 21:27:31"|NNN000369|"M418_SantaFeHotel_EastFacing_Night_FacultyPhoto_2.JPG; M419_SantaFeHotel_EastFacing_Night_FacultyPhoto_4.JPG; M420_SantaFeHotel_EastFacing_Night_FacultyPhoto.JPG"|"Santa Fe Hotel wall mounted sign, Reno, Nevada: photographic print"|"<p>Views of the Santa Fe Hotel sign at night with unlit neon.</p>"|"Hepworth, Katherine -- https://www.wikidata.org/wiki/Q56877426"|1949||"235 Lake St, Reno, NV 89501"|"39.52836314934193, -119.81099438681508"|||unlit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||XXXX|||
|NNN000369-001||||||||||||||||||||||||||||||
|NNN000369-002||||||||||||||||||||||||||||||
|NNN000369-003||||||||||||||||||||||||||||||
"3/20/2021 9:33:57"|NNN000370|"M421_SantaFeHotel_NorthFacing_Night_FacultyPhoto_2.JPG; M422_SantaFeHotel_SouthFacing_Night_FacultyPhoto.JPG"|"Santa Fe Hotel flag mounted and other wall mounted signs, Reno, Nevada: photographic print"|"<p>Views of the Santa Fe Hotel signs, primarily focusing on the sign reading ""Basque Dinners"" at night with unlit neon.</p>"|"Hepworth, Katherine -- https://www.wikidata.org/wiki/Q56877426"|1949||"235 Lake St, Reno, NV 89501"|"39.52836314934193, -119.81099438681508"|||unlit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||XXXX|||
|NNN000370-001||||||||||||||||||||||||||||||
|NNN000370-002||||||||||||||||||||||||||||||
"3/20/2021 11:53:17"|NNN000371|M441_StarofRenoMotel_SouthFacing_Day_FacultyPhoto.JPG|"Star of Reno Motel flag mounted pylon sign, Reno, Nevada: photographic print"|"<p>View of the Star of Reno Motel sign during the day with unlit neon. It was demolished in 2018.</p>"|"Hepworth, Katherine -- https://www.wikidata.org/wiki/Q56877426"|XXXX||||||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||XXXX|||
|NNN000371-001||||||||||||||||||||||||||||||
"4/10/2021 10:39:05"|NNN000376|M004_711MotorLodge_EastFacing_Day_Habibian_Tashina_deskew.tif|"7/11 Motor Lodge flag mounted sign, Reno, Nevada: photographic print"|"<p>View of the sign for the 7/11 Motor Lodge during the day.</p>"|"Habibian, Tashina"|XXXX||||||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2012~/2018~|||
|NNN000376-001||||||||||||||||||||||||||||||
"4/12/2021 14:50:32"|NNN000377|M009_711MotorLodge_SouthFacing_Day_Townsley_Bethany_3.JPG|"7/11 Motor Lodge flag mounted marquee and banner signs, Reno, Nevada: photographic print"|"<p>View of the 7/11 Motor Lodge in a panoramic view during the day with unlit neon.</p>"|"Townsley, Bethany"|XXXX||"465 W 2nd St, Reno, NV 89503"|"39.526192223467184, -119.81948020215772"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2012~/2018~|||
|NNN000377-001||||||||||||||||||||||||||||||
"4/12/2021 15:42:26"|NNN000378|M028_CalNeva_NorthEastFacing_Night_OLeary_Sean.tif|"Club Cal-Neva wrap around and marquee signs, Reno, Nevada: photographic print"|"<p>View of Club Cal-Neva's neon and marquee signs wrapping around the building at night with lit neon. The now defunct Virginian Tower is seen in the background.</p>"|"O'Leary, Sean"|1962||"38 E 2nd St, Reno, NV 89501"|"39.52692792062872, -119.8129172444864"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior||"What year was this taken in? The Virginian Tower ceased operation/affiliation in 2004."|2012~/2018~|||
|NNN000378-001||||||||||||||||||||||||||||||
"4/16/2021 8:15:58"|NNN000379|M029_CastawayInn_WestFacing_Day_Howland_Graeson_deskew.tif|"Castaway Inn double mounted pylon and marquee sign, "|"<p>View of the sign for the Castaway Inn during the day with unlit neon.</p>"|"Howland, Graeson"|1950~/1959~||"525 W 2nd St, Reno, NV 89503"|"39.52615909693355, -119.82034828866483"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2012~/2018~|||
|NNN000379-001||||||||||||||||||||||||||||||
"4/16/2021 9:18:29"|NNN000380|M037_ChapeloftheBells_WestFacing_Day_Pfeffinger_Ramsey_deskew.tif|"Chapel of the Bells flag mounted sign, Reno, Nevada: photographic print"|"<p>View of the sign for the Chapel of the Bells during the day with unlit neon.</p>"|"Pfeffinger, Ramsey"|1961||"700 W 4th St, Reno, NV 89503"|"39.52798559736545, -119.82372091750024"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Wedding -- http://id.worldcat.org/fast/1173328"||https://creativecommons.org/licenses/by/4.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2012~/2018~|||
|NNN000380-001||||||||||||||||||||||||||||||
"4/16/2021 9:59:08"|NNN000381|M044_CircusCircus_EastFacing_Night_Harbach_Isabel.tif|"Circus Circus wall mounted sign, Reno, Nevada: photographic print"|"<p>View of the Circus Circus sign on the side of the east-facing building at night with lit neon.</p>"|"Harbach, Isabel"|XXXX||"500 N Sierra St, Reno, NV 89503"|"39.53229653957513, -119.81527717147233"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2012~/2018~|||
|NNN000381-001||||||||||||||||||||||||||||||
"4/16/2021 10:52:37"|NNN000382|M046_CircusCircus_SouthEastFacing_Night_Dewey_Autumn_1.png|"Circus Circus wall mounted sign, Reno, Nevada: photographic print"|"<p>View of the Circus Circus sign, facing south east at night with lit neon.</p>"|"Dewey, Autumn"|XXXX||"500 N Sierra St, Reno, NV 89503"|"39.53229653957513, -119.81527717147233"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/png|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2012~/2018~|||
|NNN000382-001||||||||||||||||||||||||||||||
"4/16/2021 11:21:16"|NNN000383|"M047_CircusCircus_SouthFacing_Day_Lujan_Annie.tif; M052_CircusCircus_SouthFacing_Night_Lujan_Annie.JPG"|"Circus Circus parking garage flag mounted wall sign, Reno, Nevada: photographic print"|"<p>View of the sign on the side of the parking garage for the Circus Circus as seen during the day with unlit neon</p>"|"Lujan, Annie"|XXXX||||||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|"image/tiff, image/jpeg"|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2012~/2018~|||
|NNN000383-001||||||||||||||||||||||||||||||
|NNN000383-002||||||||||||||||||||||||||||||
"4/16/2021 11:27:22"|NNN000384|M048_CircusCircus_SouthFacing_Night_Day_Sophia.tif|"Circus Circus clown sign, Reno, Nevada: photographic print"|"<p>View of the Circus Circus clown at night with lit neon.</p>"|"Day, Sophia"|XXXX||||||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2012~/2018~|||
|NNN000384-001||||||||||||||||||||||||||||||
"4/17/2021 5:16:49"|NNN000385|M064_CityCenterMotel_NorthFacing_Day_Garcia_Andrea_deskew.tif|"City Center Motel flag mounted marquee and wall sign, Reno, Nevada: photographic print"|"<p>View of the City Center Motel sign during the day with unlit neon.</p>"|"Garcia, Andrea"|XXXX||"365 West St, Reno, NV 89501"|"39.52885102034745, -119.81704173099337"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2012~/2018~|||
|NNN000385-001||||||||||||||||||||||||||||||
"4/17/2021 5:44:19"|NNN000386|M095_Eldorado_NorthFacing_Night_Garcia_Patricia.tif|"Eldorado wall mounted sign, Reno, Nevada: photographic print"|"<p>View of a sign reading ""casino"" on on the north facing side of the Eldorado at dusk with lit neon.</p>"|"Garcia, Patricia"|XXXX||"345 N Virginia St, Reno, NV 89501"|"39.52899959684696, -119.81439681750032"|||lit|dusk|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/tiff|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2021~/2018~|||
|NNN000386-001||||||||||||||||||||||||||||||
"4/17/2021 6:35:48"|NNN000387|M096_Eldorado_NorthFacing_Night_Llaneza_Diether_8.JPG|"Eldorado wall mounted sign, Reno, Nevada: photographic print"|"<p>View of a sign facing north at the Eldorado reading ""Eldorado"" with lit neon.</p>"|"Llaneza, Diether"|XXXX||"345 N Virginia St, Reno, NV 89501"|"39.52899959684696, -119.81439681750032"|||lit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2012~/2018~|||
|NNN000387-001||||||||||||||||||||||||||||||
"4/17/2021 7:23:46"|NNN000388|M099_Eldorado_SouthEastFacing_Night_Monaco_Cheryl_12.JPG|"Eldorado billboard, Reno, Nevada: photographic print"|"<p>View of the billboard for the Eldorado advertising Cirque Paris at night with lit neon.</p>"|"Monaco, Cheryl"|xxxx||"345 N Virginia St, Reno, NV 89501"|"39.52899959684696, -119.81439681750032"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2021~/2018~|||
|NNN000388-001||||||||||||||||||||||||||||||
"4/17/2021 11:09:01"|NNN000389|M102_Eldorado_WestFacing_Night_Delim_Caitlin_13.JPG|"Eldorado wall mounted sign, Reno, Nevada: photographic print"|"<p>View of the wall mounted sign near the casino entrance as seen at night with lit neon.</p>"|"Delim, Caitlin"|XXXX||"345 N Virginia St, Reno, NV 89501"|"39.52899959684696, -119.81439681750032"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2012~/2018|||
|NNN000389-001||||||||||||||||||||||||||||||
